logM,phi,phi_std
8.599999999999999645e+00,3.614432428687762693e-03,6.415609704820443397e-04
8.799999999999998934e+00,2.433717835316427311e-03,4.172814113269673647e-04
8.999999999999998224e+00,1.526093692112610997e-03,3.094172676980509913e-04
9.199999999999997513e+00,1.044169368287575957e-03,1.614426504411462871e-04
9.399999999999996803e+00,7.550147739925548674e-04,2.948984856642314139e-04
9.599999999999996092e+00,4.658601796975338867e-04,2.388106709662652131e-04
9.799999999999995381e+00,3.132508104862727653e-04,1.252076121402355370e-04
9.999999999999994671e+00,9.638486476500700262e-05,7.184103653889332226e-05
1.019999999999999396e+01,4.016036031875292454e-05,4.173587071341185243e-05
1.039999999999999325e+01,1.606414412750116710e-05,1.606414412750116710e-05
1.059999999999999254e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.079999999999999183e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.099999999999999112e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.119999999999999041e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.139999999999998970e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.159999999999998899e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.179999999999998828e+01,0.000000000000000000e+00,0.000000000000000000e+00
