logM,phi,phi_std
8.599999999999999645e+00,5.020869955353364500e-02,4.381837879270049536e-03
8.799999999999998934e+00,3.839677779318778628e-02,3.313815885742270231e-03
8.999999999999998224e+00,3.123998450135728397e-02,2.739387865200967973e-03
9.199999999999997513e+00,2.614026998996190482e-02,2.233699598475208208e-03
9.399999999999996803e+00,2.199311580872159722e-02,2.093756708066215472e-03
9.599999999999996092e+00,1.666763494742621449e-02,1.833073157813600029e-03
9.799999999999995381e+00,1.168167194309585079e-02,1.302970459544794662e-03
9.999999999999994671e+00,8.784047675340637268e-03,1.173962540253018936e-03
1.019999999999999396e+01,7.465051192655543753e-03,8.719135458358717120e-04
1.039999999999999325e+01,7.001361843245508358e-03,8.854126722822834713e-04
1.059999999999999254e+01,5.763120247255419312e-03,8.188192282818576454e-04
1.079999999999999183e+01,1.422328004370103935e-03,2.643725503134449558e-04
1.099999999999999112e+01,1.250398245600090779e-04,7.038312545595693643e-05
1.119999999999999041e+01,6.946656920000504327e-06,1.692690909579724451e-05
1.139999999999998970e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.159999999999998899e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.179999999999998828e+01,0.000000000000000000e+00,0.000000000000000000e+00
