logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.773545768252638710e-01,4.660247803991535848e-03
9.499999999999998224e+00,1.582735864306180074e-01,4.732640813442840627e-03
9.699999999999997513e+00,9.970194988589472507e-01,3.420669364749825969e-02
9.899999999999996803e+00,6.857558230012463785e-01,3.254113338875695011e-02
1.009999999999999609e+01,6.986135639608982428e-01,3.853270660381549056e-02
1.029999999999999538e+01,4.749251762286828549e-01,2.444949073201291290e-02
1.049999999999999467e+01,2.696591489818855325e-01,1.713566583728625206e-02
1.069999999999999396e+01,2.143647584806138151e-01,1.220765997998132270e-02
1.089999999999999325e+01,1.129807320631284612e-01,6.615927413329495375e-03
1.109999999999999254e+01,8.069180236685112584e-02,5.266545557928049327e-03
1.129999999999999183e+01,5.031932506498466851e-02,2.772851829274289651e-03
1.149999999999999112e+01,3.122387694062401728e-02,2.064283774193945587e-03
1.169999999999999041e+01,2.133800264455980311e-02,1.308819673244961210e-03
1.189999999999998970e+01,1.280472928403117959e-02,1.090823993846291168e-03
1.209999999999998899e+01,8.828853612474643273e-03,7.174470496447506217e-04
1.229999999999998828e+01,5.376669039474641157e-03,5.679782517194942228e-04
1.249999999999998757e+01,3.304394447026991373e-03,4.152231683983197488e-04
1.269999999999998685e+01,2.141350412195905210e-03,2.992030397692489849e-04
1.289999999999998614e+01,1.375090737314100002e-03,2.113152525542382702e-04
1.309999999999998543e+01,8.706766117105634115e-04,2.594048419265747069e-04
1.329999999999998472e+01,5.622450444625409164e-04,1.391195690447061522e-04
1.349999999999998401e+01,3.341341978520242974e-04,8.216303284644043087e-05
1.369999999999998330e+01,1.911633151172638790e-04,8.221013117810798169e-05
1.389999999999998259e+01,1.140554233052582688e-04,6.383349992136391890e-05
1.409999999999998188e+01,4.658601796975339544e-05,3.729511705437874399e-05
1.429999999999998117e+01,3.052187384225220801e-05,3.127355102352790967e-05
1.449999999999998046e+01,1.285131530200093334e-05,2.763779858428354327e-05
1.469999999999997975e+01,4.819243238250349792e-06,1.147209355523465126e-05
