logM,phi,phi_std
8.599999999999999645e+00,2.794576927489657303e-02,2.813592311980702733e-03
8.799999999999998934e+00,2.265774510347096440e-02,2.657746443852721831e-03
8.999999999999998224e+00,1.844747896532679399e-02,2.523314643371937782e-03
9.199999999999997513e+00,1.432921656173104068e-02,1.528681744778575234e-03
9.399999999999996803e+00,1.038035785984347918e-02,1.346461017526623567e-03
9.599999999999996092e+00,7.721011818372606507e-03,1.356579946790021718e-03
9.799999999999995381e+00,5.777250378944965084e-03,7.872554950984292105e-04
9.999999999999994671e+00,4.661522550453066349e-03,7.382460807013372338e-04
1.019999999999999396e+01,4.094896375773934317e-03,6.696492208126044463e-04
1.039999999999999325e+01,2.799542208401794002e-03,5.043123033060105485e-04
1.059999999999999254e+01,9.054335780955204312e-04,1.967772984459488386e-04
1.079999999999999183e+01,4.673205564363974653e-05,3.717512262495533114e-05
1.099999999999999112e+01,1.460376738863742502e-06,6.692286948995859124e-06
1.119999999999999041e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.139999999999998970e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.159999999999998899e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.179999999999998828e+01,0.000000000000000000e+00,0.000000000000000000e+00
