logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.805127875607306365e-01,8.337290802173102922e-03
9.499999999999998224e+00,1.694285281127548282e-01,1.199991566324337677e-02
9.699999999999997513e+00,1.050257678911898918e+00,8.907567918699399456e-02
9.899999999999996803e+00,7.312237765397255895e-01,7.323643307727784046e-02
1.009999999999999609e+01,7.560107509284599292e-01,8.915599990763151128e-02
1.029999999999999538e+01,5.106630776691345464e-01,6.202366047628199430e-02
1.049999999999999467e+01,2.917569856436762477e-01,3.820053473519777198e-02
1.069999999999999396e+01,2.316128300303118281e-01,2.444962736205677500e-02
1.089999999999999325e+01,1.217019559099488391e-01,1.452198629126105062e-02
1.109999999999999254e+01,8.716404603582134092e-02,1.082723314193578812e-02
1.129999999999999183e+01,5.338115093568637781e-02,6.377465218617966308e-03
1.149999999999999112e+01,3.354193293822244071e-02,4.594345220465334903e-03
1.169999999999999041e+01,2.265044321977664754e-02,3.116443960735227475e-03
1.189999999999998970e+01,1.325291890518846480e-02,1.558221980367612870e-03
1.209999999999998899e+01,9.686678908883203723e-03,8.835279270125642043e-04
1.229999999999998828e+01,6.248952065597954478e-03,1.204810809562587709e-03
1.249999999999998757e+01,3.614432428687762693e-03,4.979884679525360854e-04
1.269999999999998685e+01,2.056210448320149389e-03,6.104374768450443771e-04
1.289999999999998614e+01,1.188746665435086447e-03,2.891545942950209808e-04
1.309999999999998543e+01,8.513996387575618972e-04,2.409621619125175743e-04
1.329999999999998472e+01,6.907581974825501448e-04,1.767055854025128517e-04
1.349999999999998401e+01,4.016036031875292183e-04,4.819243238250351486e-05
1.369999999999998330e+01,1.927697295300140052e-04,1.285131530200093368e-04
1.389999999999998259e+01,2.088338736575152130e-04,1.606414412750116710e-05
1.409999999999998188e+01,8.032072063750583552e-05,8.032072063750583552e-05
1.429999999999998117e+01,6.425657651000466842e-05,0.000000000000000000e+00
1.449999999999998046e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.469999999999997975e+01,1.606414412750116710e-05,1.606414412750116710e-05
