logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.778589909508674349e-01,3.660974391587355423e-03
9.499999999999998224e+00,1.599474702487036215e-01,4.627236492651900894e-03
9.699999999999997513e+00,9.923400136746061140e-01,3.210354251351840715e-02
9.899999999999996803e+00,6.787871972787362651e-01,2.688575019982463593e-02
1.009999999999999609e+01,6.943662042535869716e-01,3.548142043252878325e-02
1.029999999999999538e+01,4.739725724819219832e-01,2.534744498558956158e-02
1.049999999999999467e+01,2.672270375609819282e-01,1.402276121611268148e-02
1.069999999999999396e+01,2.142828313455635847e-01,1.083440195514274312e-02
1.089999999999999325e+01,1.111221105875765947e-01,5.500322601082856429e-03
1.109999999999999254e+01,8.163155479830994099e-02,4.233425934992866846e-03
1.129999999999999183e+01,4.966069515575712023e-02,2.409580922949725902e-03
1.149999999999999112e+01,3.119014223795626983e-02,2.078221001681782639e-03
1.169999999999999041e+01,2.085447190632201339e-02,1.669833590343541103e-03
1.189999999999998970e+01,1.260714031126291754e-02,6.496273149501841570e-04
1.209999999999998899e+01,8.623232567642627119e-03,5.686253213646032343e-04
1.229999999999998828e+01,5.378275453887391283e-03,4.877154582991258106e-04
1.249999999999998757e+01,3.341341978520242541e-03,4.076622767655107248e-04
1.269999999999998685e+01,2.268257150803165180e-03,2.757048954449517909e-04
1.289999999999998614e+01,1.407219025569102309e-03,1.821988400162858387e-04
1.309999999999998543e+01,8.513996387575618972e-04,1.508661767316759673e-04
1.329999999999998472e+01,4.979884679525361938e-04,6.465693288500397242e-05
1.349999999999998401e+01,3.309213690265240993e-04,1.016493547988730632e-04
1.369999999999998330e+01,1.670670989260121487e-04,7.155309535397295180e-05
1.389999999999998259e+01,1.092361800670079309e-04,4.588837422093861181e-05
1.409999999999998188e+01,6.425657651000468197e-05,4.543626098605652036e-05
1.429999999999998117e+01,2.248980177850163801e-05,3.228853008822925877e-05
1.449999999999998046e+01,9.638486476500699585e-06,1.472303128779088652e-05
1.469999999999997975e+01,3.212828825500233336e-06,9.638486476500701279e-06
