logM,phi,phi_std
8.599999999999999645e+00,4.912601525136262026e-02,3.169649187036235969e-03
8.799999999999998934e+00,3.791138014090276315e-02,2.579292013298859366e-03
8.999999999999998224e+00,3.063781505638983257e-02,2.106183542227500934e-03
9.199999999999997513e+00,2.587351584732920304e-02,1.903263805377465980e-03
9.399999999999996803e+00,2.183140468295709929e-02,1.556002652173224619e-03
9.599999999999996092e+00,1.635376434916220936e-02,1.393881321141437471e-03
9.799999999999995381e+00,1.153498673827786647e-02,9.277697419352739063e-04
9.999999999999994671e+00,8.591290530334029854e-03,7.715118075626966254e-04
1.019999999999999396e+01,7.280083867637126768e-03,6.958224184560366605e-04
1.039999999999999325e+01,6.925741442100070110e-03,8.141030784874897768e-04
1.059999999999999254e+01,5.680653865377225525e-03,6.739791663719875902e-04
1.079999999999999183e+01,1.386172668625245850e-03,2.246834183202172145e-04
1.099999999999999112e+01,1.317725445821110665e-04,6.311612867816271291e-05
1.119999999999999041e+01,8.381292588261476869e-06,1.945631623899854787e-05
1.139999999999998970e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.159999999999998899e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.179999999999998828e+01,0.000000000000000000e+00,0.000000000000000000e+00
