logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,9.372119168134692702e-01,1.104673534543372526e-01
9.499999999999998224e+00,3.891735254426493817e-01,4.717721880808142115e-02
9.699999999999997513e+00,6.212528106209598278e-01,8.193711644620313428e-02
9.899999999999996803e+00,2.067633839699705711e-01,3.037272014637382861e-02
1.009999999999999609e+01,1.769554720889406907e-01,2.715365826821595704e-02
1.029999999999999538e+01,6.929476808302985347e-02,1.159126766185531940e-02
1.049999999999999467e+01,3.875385525514504076e-02,7.144440797465088054e-03
1.069999999999999396e+01,1.778955220045499649e-02,4.065201366164144202e-03
1.089999999999999325e+01,7.573946471966292240e-03,1.694135436472519411e-03
1.109999999999999254e+01,3.475804814550438257e-03,9.989104937655180448e-04
1.129999999999999183e+01,1.273232164179721911e-03,4.655131755835634493e-04
1.149999999999999112e+01,4.914438166413320763e-04,2.232455531819340245e-04
1.169999999999999041e+01,1.356527726322320326e-04,8.671037890914359196e-05
1.189999999999998970e+01,3.331822485703945694e-05,3.327569998347903291e-05
1.209999999999998899e+01,1.189936602037123753e-05,2.496032073956118693e-05
1.229999999999998828e+01,2.379873204074247167e-06,8.414122404825283681e-06
1.249999999999998757e+01,1.189936602037123583e-06,6.067509953725579363e-06
1.269999999999998685e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.289999999999998614e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.309999999999998543e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.329999999999998472e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.349999999999998401e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.369999999999998330e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.389999999999998259e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.409999999999998188e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.429999999999998117e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.449999999999998046e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.469999999999997975e+01,0.000000000000000000e+00,0.000000000000000000e+00
