iz,z,logMh_center,median_eff,p16,p84
iz142,,9.299999999999999,0.0005593805108219385,0.00014021120907273143,0.0016448802640661587
iz142,,9.499999999999998,0.0008567120530642569,0.00019316275138407947,0.002633074903860688
iz142,,9.699999999999998,0.0016994308680295944,0.0006069743144325912,0.004256645068526268
iz142,,9.899999999999997,0.0029707616195082664,0.0011293798964470624,0.0066233985684812065
iz142,,10.099999999999996,0.004030708223581314,0.0016261435113847256,0.009318472780287265
iz142,,10.299999999999995,0.0063868253491818905,0.002448327476158738,0.015037619248032567
iz142,,10.499999999999995,0.009268359281122684,0.0034196195658296345,0.022763469964265825
iz142,,10.699999999999994,0.015301274135708809,0.0057117770425975335,0.03753166422247886
iz142,,10.899999999999993,0.025551270693540573,0.008439503647387029,0.07232213020324707
iz142,,11.099999999999993,0.04314078018069267,0.013103582710027695,0.11939700096845626
iz142,,11.299999999999992,0.05786299705505371,0.01690421484410763,0.16638743460178373
iz142,,11.499999999999991,0.07175854593515396,0.020180331096053123,0.2837428879737848
iz142,,11.69999999999999,0.08837196975946426,0.02225537396967411,0.3176130449771881
iz142,,11.89999999999999,0.10143439471721649,0.02241763673722744,0.26459384083747867
iz142,,12.099999999999989,0.080930694937706,0.020996256098151207,0.1777835714817047
iz142,,12.299999999999988,0.061459384858608246,0.018335256576538086,0.12310085922479624
iz142,,12.499999999999988,0.04280981421470642,0.012973707504570484,0.07438891649246215
iz142,,12.699999999999987,0.032107554376125336,0.019260854348540305,0.059189983010292054
iz142,,12.899999999999986,0.024448007345199585,0.008184836022555828,0.040056679993867875
iz142,,13.099999999999985,0.014587786979973316,0.006374729666858911,0.023147325590252874
iz142,,13.299999999999985,0.01075071096420288,0.00399905868107453,0.010842731893062592
iz142,,13.499999999999984,0.0050020478665828705,0.0050020478665828705,0.0050020478665828705
iz142,,13.699999999999983,nan,nan,nan
iz142,,13.899999999999983,nan,nan,nan
iz155,,9.1,nan,nan,nan
iz155,,9.299999999999999,0.0009198285988532007,0.0004231949686072767,0.002222397550940512
iz155,,9.499999999999998,0.0009805758018046618,0.0002613381447736174,0.002989250943064689
iz155,,9.699999999999998,0.0018747237045317888,0.0006828092783689499,0.004770932160317898
iz155,,9.899999999999997,0.003321590833365917,0.0012925375066697598,0.00725943896919489
iz155,,10.099999999999996,0.004414582159370184,0.0018499035155400635,0.010217624492943287
iz155,,10.299999999999995,0.0069528683088719845,0.0027690778020769357,0.01621323786675929
iz155,,10.499999999999995,0.01011732779443264,0.003780737025663257,0.02430935181677341
iz155,,10.699999999999994,0.016582656651735306,0.00627136442810297,0.03890271499752998
iz155,,10.899999999999993,0.025014525279402733,0.009120481796562671,0.06946723520755768
iz155,,11.099999999999993,0.04051274433732033,0.012882846966385841,0.11394017457962033
iz155,,11.299999999999992,0.06072840094566345,0.017329998537898066,0.16548556506633758
iz155,,11.499999999999991,0.06700192391872406,0.019426492899656297,0.27381675362586977
iz155,,11.69999999999999,0.07654121518135071,0.019701935052871707,0.3320003509521484
iz155,,11.89999999999999,0.08298864960670471,0.018136688843369483,0.28831408262252806
iz155,,12.099999999999989,0.0744234025478363,0.016284720376133918,0.19660863935947417
iz155,,12.299999999999988,0.05373833328485489,0.012982918284833432,0.13525183796882626
iz155,,12.499999999999988,0.04610412195324898,0.014922105260193348,0.08490283250808715
iz155,,12.699999999999987,0.03644990175962448,0.016117327362298966,0.0576659369468689
iz155,,12.899999999999986,0.02139807492494583,0.008036357536911964,0.050232419371604914
iz155,,13.099999999999985,0.02056107297539711,0.009943031892180444,0.03163061626255513
iz155,,13.299999999999985,0.010716917924582958,0.00839442601427436,0.014464694634079935
iz155,,13.499999999999984,0.005449030082672834,0.005257774628698825,0.006625138223171234
iz155,,13.699999999999983,nan,nan,nan
iz155,,13.899999999999983,nan,nan,nan
iz176,,9.1,nan,nan,nan
iz176,,9.299999999999999,0.0015094196423888206,0.0008591643301770091,0.0031719014514237642
iz176,,9.499999999999998,0.0014358737971633673,0.0005618271720595658,0.0039077583886683006
iz176,,9.699999999999998,0.002085576532408595,0.000776534271426499,0.005418311804533004
iz176,,9.899999999999997,0.0037253035698086023,0.0014909797254949808,0.008104498982429504
iz176,,10.099999999999996,0.004856047686189413,0.002078974535688758,0.011138761900365352
iz176,,10.299999999999995,0.007588502019643784,0.003094935491681099,0.017531443908810618
iz176,,10.499999999999995,0.011157718487083912,0.004270187504589558,0.026464718878269195
iz176,,10.699999999999994,0.01780094765126705,0.007030152790248394,0.04137495651841164
iz176,,10.899999999999993,0.027037952095270157,0.010136353820562362,0.069075468480587
iz176,,11.099999999999993,0.04029659926891327,0.014362070709466934,0.11469619303941726
iz176,,11.299999999999992,0.061096176505088806,0.01796890690922737,0.16599755764007568
iz176,,11.499999999999991,0.06715267151594162,0.01880715884268284,0.23214467406272876
iz176,,11.69999999999999,0.06934580206871033,0.018775106966495512,0.3022940289974209
iz176,,11.89999999999999,0.07003341615200043,0.015661103650927544,0.2822766888141632
iz176,,12.099999999999989,0.07199282199144363,0.014539470002055169,0.23304314196109768
iz176,,12.299999999999988,0.07218706607818604,0.01701002798974514,0.1683825296163559
iz176,,12.499999999999988,0.05293184146285057,0.013162871822714806,0.10189808905124664
iz176,,12.699999999999987,0.03496245667338371,0.01132747992873192,0.0702237793803215
iz176,,12.899999999999986,0.02298310399055481,0.007052708510309457,0.04425487145781515
iz176,,13.099999999999985,0.014491244219243526,0.006642418373376132,0.03461976572871208
iz176,,13.299999999999985,0.01060812920331955,0.005155660808086395,0.025621829852461815
iz176,,13.499999999999984,0.009776990860700607,0.006600545439869166,0.014896778017282486
iz176,,13.699999999999983,0.008315599523484707,0.0035570898652076723,0.011019347906112672
iz176,,13.899999999999983,0.004079957492649555,0.004079957492649555,0.004079957492649555
iz207,,9.1,nan,nan,nan
iz207,,9.299999999999999,0.0025627249851822853,0.0015893576387315989,0.004903133939951658
iz207,,9.499999999999998,0.002410659333691001,0.0012092935619875788,0.005808676704764366
iz207,,9.699999999999998,0.002669034991413355,0.001114493440836668,0.0066865673102438445
iz207,,9.899999999999997,0.004225549753755331,0.0017841946054249999,0.009224414341151713
iz207,,10.099999999999996,0.005470383912324905,0.0024301992263644936,0.012498308718204499
iz207,,10.299999999999995,0.008466347120702267,0.0035797965340316294,0.019254625886678693
iz207,,10.499999999999995,0.012342441827058792,0.004897906538099051,0.02913690805435181
iz207,,10.699999999999994,0.019723616540431976,0.008098645322024823,0.04532598227262496
iz207,,10.899999999999993,0.03081825003027916,0.012598305493593216,0.07175836682319633
iz207,,11.099999999999993,0.0447373166680336,0.017509302124381065,0.11299974799156187
iz207,,11.299999999999992,0.06245700269937515,0.02071678139269352,0.16510983586311337
iz207,,11.499999999999991,0.07497556507587433,0.02014655590057373,0.2428729951381683
iz207,,11.69999999999999,0.06788705289363861,0.020058369264006615,0.2798767387866974
iz207,,11.89999999999999,0.05668716877698898,0.015876327529549598,0.2613740253448486
iz207,,12.099999999999989,0.06433262676000595,0.01456093393266201,0.23790864765644074
iz207,,12.299999999999988,0.06253937631845474,0.016884329319000243,0.17511781096458434
iz207,,12.499999999999988,0.05146912485361099,0.01273013036698103,0.12185073643922806
iz207,,12.699999999999987,0.044340796768665314,0.015970642939209936,0.08359493076801301
iz207,,12.899999999999986,0.028780031949281693,0.00811009030789137,0.05955768555402756
iz207,,13.099999999999985,0.03045978769659996,0.009522133357822895,0.053588969409465774
iz207,,13.299999999999985,0.017238521948456764,0.0053376973606646064,0.030281094461679457
iz207,,13.499999999999984,0.014959871768951416,0.006180488988757134,0.023469581231474874
iz207,,13.699999999999983,0.009020168334245682,0.0038123497739434246,0.01261994391679764
iz207,,13.899999999999983,0.008654630742967129,0.005168940611183644,0.01059952288866043
