iz,z,n_ivols,r,xi,bin_idx
iz271,0.0,1,0.1193459428265014,-1.0,0
iz271,0.0,1,0.16552313855642942,-1.0,1
iz271,0.0,1,0.2295671620559444,-1.0,2
iz271,0.0,1,0.3183910258954741,-1.0,3
iz271,0.0,1,0.4415825175643734,-1.0,4
iz271,0.0,1,0.6124391203240318,-1.0,5
iz271,0.0,1,0.8494033644540623,-1.0,6
iz271,0.0,1,1.1780535429613865,4.238819994330545,7
iz271,0.0,1,1.6338646727351542,5.873031939802158,8
iz271,0.0,1,2.2660377236346485,0.8402090740585926,9
iz271,0.0,1,3.142810448517274,0.6554850036270039,10
iz271,0.0,1,4.358823073548201,1.120189615774621,11
iz271,0.0,1,6.045333912982174,0.16302469981377254,12
iz271,0.0,1,8.384387597935437,0.18432837248488054,13
iz271,0.0,1,11.628465260033158,0.18745691231323702,14
iz271,0.0,1,16.127737741644342,0.04947313735322734,15
iz271,0.0,1,22.367863587057556,0.05846677275539758,16
iz271,0.0,1,31.02241178918152,0.011686089927233745,17
iz271,0.0,1,43.02556788545526,0.0014171338770962993,18
iz271,0.0,2,0.1193459428265014,-1.0,0
iz271,0.0,2,0.16552313855642942,-1.0,1
iz271,0.0,2,0.2295671620559444,86.65665458110223,2
iz271,0.0,2,0.3183910258954741,-1.0,3
iz271,0.0,2,0.4415825175643734,-1.0,4
iz271,0.0,2,0.6124391203240318,8.233267369634746,5
iz271,0.0,2,0.8494033644540623,5.922010420984628,6
iz271,0.0,2,1.1780535429613865,5.486629590327142,7
iz271,0.0,2,1.6338646727351542,5.07863335694349,8
iz271,0.0,2,2.2660377236346485,1.8253644446493151,9
iz271,0.0,2,3.142810448517274,0.6056743918702954,10
iz271,0.0,2,4.358823073548201,0.9336746859718053,11
iz271,0.0,2,6.045333912982174,0.5024417507508869,12
iz271,0.0,2,8.384387597935437,0.27209504563286013,13
iz271,0.0,2,11.628465260033158,0.1526276978378902,14
iz271,0.0,2,16.127737741644342,0.04966610874788602,15
iz271,0.0,2,22.367863587057556,0.04903092822393473,16
iz271,0.0,2,31.02241178918152,0.010577870335102268,17
iz271,0.0,2,43.02556788545526,0.005812628598403702,18
iz271,0.0,4,0.1193459428265014,-1.0,0
iz271,0.0,4,0.16552313855642942,57.864683772287215,1
iz271,0.0,4,0.2295671620559444,65.19465323398124,2
iz271,0.0,4,0.3183910258954741,15.541637290318068,3
iz271,0.0,4,0.4415825175643734,2.100240172841955,4
iz271,0.0,4,0.6124391203240318,7.134675271171796,5
iz271,0.0,4,0.8494033644540623,5.96961847622028,6
iz271,0.0,4,1.1780535429613865,5.204681032967134,7
iz271,0.0,4,1.6338646727351542,2.917082144924794,8
iz271,0.0,4,2.2660377236346485,1.6383194977195754,9
iz271,0.0,4,3.142810448517274,1.1240920884102925,10
iz271,0.0,4,4.358823073548201,0.7052140468294581,11
iz271,0.0,4,6.045333912982174,0.5006923433828205,12
iz271,0.0,4,8.384387597935437,0.25774555766400264,13
iz271,0.0,4,11.628465260033158,0.15783887842268407,14
iz271,0.0,4,16.127737741644342,0.08068576704088604,15
iz271,0.0,4,22.367863587057556,0.04377039724353149,16
iz271,0.0,4,31.02241178918152,0.01793076304475405,17
iz271,0.0,4,43.02556788545526,0.00826606490460069,18
iz271,0.0,8,0.13274680293875152,38.16664858142968,0
iz271,0.0,8,0.16538930757088535,72.40628695733957,1
iz271,0.0,8,0.22149091276973804,43.02507263727974,2
iz271,0.0,8,0.3138301401252857,11.37679466732115,3
iz271,0.0,8,0.4482678124471079,18.330531074002742,4
iz271,0.0,8,0.6158041304615333,9.434054941782685,5
iz271,0.0,8,0.8584201877534747,6.061725250407086,6
iz271,0.0,8,1.1845733547399575,5.393577792132479,7
iz271,0.0,8,1.6440164664627284,2.9230538184980186,8
iz271,0.0,8,2.290023940112959,1.883822464461343,9
iz271,0.0,8,3.1746117116858312,1.1254871320635678,10
iz271,0.0,8,4.42695248626288,0.7285029572212092,11
iz271,0.0,8,6.121410666535041,0.4287244064793334,12
iz271,0.0,8,8.502385203672416,0.2846960504410896,13
iz271,0.0,8,11.795831925820009,0.15416042428858323,14
iz271,0.0,8,16.38317156641905,0.09342204478917959,15
iz271,0.0,8,22.74686329986455,0.0447387367141201,16
iz271,0.0,8,31.54909604576306,0.020656004258561067,17
iz271,0.0,8,43.76700478206429,0.009334659993155414,18
iz271,0.0,20,0.11994819562134802,36.818009227147286,0
iz271,0.0,20,0.1634473222133443,48.61506323928033,1
iz271,0.0,20,0.2301384529667204,32.65307028531602,2
iz271,0.0,20,0.31973888540198653,18.917700045151232,3
iz271,0.0,20,0.44214930283913023,13.931932733584084,4
iz271,0.0,20,0.6194996331947921,10.007624930452181,5
iz271,0.0,20,0.8558085667627389,6.080818865330218,6
iz271,0.0,20,1.1828706031206413,4.54428652297301,7
iz271,0.0,20,1.6483993750529466,3.0188837480765383,8
iz271,0.0,20,2.286631959769905,1.7366407589463493,9
iz271,0.0,20,3.1756721189782224,1.1247822928534532,10
iz271,0.0,20,4.414108373707575,0.714914217117169,11
iz271,0.0,20,6.126135542498931,0.45169126775573876,12
iz271,0.0,20,8.505923366780175,0.2715447612361095,13
iz271,0.0,20,11.80601029086178,0.164270147717954,14
iz271,0.0,20,16.383955037485563,0.09432195732255,15
iz271,0.0,20,22.738869168738507,0.04718563796830777,16
iz271,0.0,20,31.54766827250551,0.02188771810202339,17
iz271,0.0,20,43.76614472155255,0.008711656507398802,18
iz271,0.0,50,0.12194158667163772,30.25443569004577,0
iz271,0.0,50,0.1680908970986992,36.79173316681697,1
iz271,0.0,50,0.23306992715628128,29.173330821817665,2
iz271,0.0,50,0.32135333829896756,21.40799213373,3
iz271,0.0,50,0.4451359761219981,15.062415964619657,4
iz271,0.0,50,0.6159332540479607,9.788286422625935,5
iz271,0.0,50,0.8551741768801421,6.5004926562459815,6
iz271,0.0,50,1.1847866079256435,4.498235665016021,7
iz271,0.0,50,1.6488953410644653,2.8386172367027416,8
iz271,0.0,50,2.2860220191592346,1.780529599832998,9
iz271,0.0,50,3.1760221211045057,1.1313299572859123,10
iz271,0.0,50,4.413123166319291,0.7212023297099097,11
iz271,0.0,50,6.124447990619914,0.447889457324367,12
iz271,0.0,50,8.50517516634991,0.2757109378370952,13
iz271,0.0,50,11.807858284332973,0.1636894393923083,14
iz271,0.0,50,16.386582990709165,0.09102106840464153,15
iz271,0.0,50,22.738498444099385,0.04769612198614648,16
iz271,0.0,50,31.547694688747853,0.022693640698145945,17
iz271,0.0,50,43.76235226503606,0.008887656565678359,18
iz271,0.0,100,0.12093172423898084,34.04452374521267,0
iz271,0.0,100,0.16867530212551052,34.34465978610084,1
iz271,0.0,100,0.23338305190223596,28.331169638131918,2
iz271,0.0,100,0.32016692600999813,21.30771914317036,3
iz271,0.0,100,0.44563058518553417,14.847683413712128,4
iz271,0.0,100,0.6183405197721787,10.057946804605834,5
iz271,0.0,100,0.8552836201049435,6.688509285453891,6
iz271,0.0,100,1.1872100621187898,4.392219264848004,7
iz271,0.0,100,1.6484009516492981,2.844746791888179,8
iz271,0.0,100,2.2863627795289427,1.802410088628303,9
iz271,0.0,100,3.1770854641870865,1.123115558067572,10
iz271,0.0,100,4.411929197991535,0.7131931868782286,11
iz271,0.0,100,6.126623291916613,0.4458396820984851,12
iz271,0.0,100,8.505803636332764,0.2727705460856713,13
iz271,0.0,100,11.806828048321119,0.16074729361006868,14
iz271,0.0,100,16.386556138838248,0.0884523589567261,15
iz271,0.0,100,22.737946495689208,0.045945242081879556,16
iz271,0.0,100,31.547701937728544,0.021458092079810198,17
iz271,0.0,100,43.76221164836409,0.008370530825311473,18
iz271,0.0,300,0.1217386618361016,30.715644531338526,0
iz271,0.0,300,0.16822167940708305,33.10428255106084,1
iz271,0.0,300,0.23226184919176046,29.04713555539469,2
iz271,0.0,300,0.320915240980883,21.22702954411494,3
iz271,0.0,300,0.4454669238334726,15.072375422552675,4
iz271,0.0,300,0.6175587100435871,10.201979508407996,5
iz271,0.0,300,0.8561378148184159,6.825582490277001,6
iz271,0.0,300,1.1874869589725205,4.4292583447547385,7
iz271,0.0,300,1.647576269132876,2.8464781474447722,8
iz271,0.0,300,2.2876129723915826,1.7940611361142191,9
iz271,0.0,300,3.177502512223141,1.1305529401859857,10
iz271,0.0,300,4.412485066469857,0.71303032984676,11
iz271,0.0,300,6.126633652025127,0.4440041497429299,12
iz271,0.0,300,8.505748478796683,0.2710308571337545,13
iz271,0.0,300,11.807268927130435,0.16012503345349005,14
iz271,0.0,300,16.386331644084063,0.08899472118297846,15
iz271,0.0,300,22.737743025201542,0.046019712717885186,16
iz271,0.0,300,31.547261099319897,0.021726143285401456,17
iz271,0.0,300,43.762649688467,0.008735154303801007,18
iz271,0.0,600,0.12234735760084404,29.821636329624127,0
iz271,0.0,600,0.16829418262251344,33.63604131378299,1
iz271,0.0,600,0.2321649328015875,28.987285486718502,2
iz271,0.0,600,0.321090849229336,21.208158447929467,3
iz271,0.0,600,0.4453344939121313,14.953094781129085,4
iz271,0.0,600,0.6173829320905527,10.163266433272032,5
iz271,0.0,600,0.8561592615681797,6.791276064614163,6
iz271,0.0,600,1.1875362392926103,4.4351527282161625,7
iz271,0.0,600,1.6475952098192694,2.843066585749051,8
iz271,0.0,600,2.287694979546962,1.7962735082133983,9
iz271,0.0,600,3.177025885357579,1.1305497571368006,10
iz271,0.0,600,4.41237076113178,0.7113964678321152,11
iz271,0.0,600,6.126904268794892,0.4435260232206557,12
iz271,0.0,600,8.50561797466609,0.2705033907253651,13
iz271,0.0,600,11.807319088630193,0.1591728026253576,14
iz271,0.0,600,16.38642618328364,0.08921071140276893,15
iz271,0.0,600,22.737977917187028,0.04640946709960536,16
iz271,0.0,600,31.54690585478952,0.021873519389490337,17
iz271,0.0,600,43.7626289024275,0.00879420702785505,18
iz271,0.0,1000,0.12229121172914552,29.706257663346552,0
iz271,0.0,1000,0.16822599632353585,33.56195032732944,1
