iz,z,n_ivols,r,xi,bin_idx
iz271,0.0,1,0.11966150772527899,1800701.7185085341,0
iz271,0.0,1,0.16620795134341565,1030920.6346903008,1
iz271,0.0,1,0.22941176956251622,574916.4188034603,2
iz271,0.0,1,0.31893531296766386,318913.0600297525,3
iz271,0.0,1,0.4420595546948538,169908.924880539,4
iz271,0.0,1,0.6119142041660343,93833.63356177165,5
iz271,0.0,1,0.8475680638722284,45632.81730741421,6
iz271,0.0,1,1.171225326492012,19899.247905846998,7
iz271,0.0,1,1.624755987365756,8407.741819689305,8
iz271,0.0,1,2.2288370879976003,3177.8037752313385,9
iz271,0.0,1,3.0055047037568166,591.5260874133401,10
iz271,0.0,1,4.145656640735993,58.69222912162364,11
iz271,0.0,1,5.6432536178672414,1.2189525156830503,12
iz271,0.0,1,8.619510846492933,0.16213699345480048,13
iz271,0.0,1,11.86383197986063,0.5762576495969496,14
iz271,0.0,1,15.840303069493517,0.9089486193310994,15
iz271,0.0,1,22.45610819726985,0.22123079765225984,16
iz271,0.0,1,31.249633775075786,0.11149127833987582,17
iz271,0.0,1,43.50576334782759,0.06666181131517424,18
iz271,0.0,2,0.11958840547398843,715791.6513505657,0
iz271,0.0,2,0.16587866806144982,407656.8792227706,1
iz271,0.0,2,0.2296195455959301,225557.69537148185,2
iz271,0.0,2,0.3187115930821808,124423.35662981043,3
iz271,0.0,2,0.44143322154331766,66637.77401982163,4
iz271,0.0,2,0.6131676894661938,36469.1909755424,5
iz271,0.0,2,0.8459917555297369,17320.569704677422,6
iz271,0.0,2,1.169722770311415,7124.901132403113,7
iz271,0.0,2,1.6181774525613855,2738.856971381488,8
iz271,0.0,2,2.223028071479011,909.0373662140049,9
iz271,0.0,2,3.0012984358112806,155.36885411516553,10
iz271,0.0,2,4.1606782219032254,15.333722754340865,11
iz271,0.0,2,5.952116736620315,0.5691998413038366,12
iz271,0.0,2,8.484921966272147,0.6189779561485813,13
iz271,0.0,2,11.487999795453302,2.198853177850917,14
iz271,0.0,2,15.849697873564732,0.4267367341974966,15
iz271,0.0,2,22.74012502756419,0.025573653097883176,16
iz271,0.0,2,31.391334182842918,0.011834993795718063,17
iz271,0.0,2,43.725161701823176,0.013446172932554346,18
iz271,0.0,4,0.11984907009882165,399130.3878098427,0
iz271,0.0,4,0.16616787989350662,231249.98015110785,1
iz271,0.0,4,0.23007018050363068,137745.99480845142,2
iz271,0.0,4,0.31845853144951336,75625.07836378389,3
iz271,0.0,4,0.44151812910356736,39541.140722030206,4
iz271,0.0,4,0.6122091771124883,21416.037776754707,5
iz271,0.0,4,0.8463904253792224,10314.38007087169,6
iz271,0.0,4,1.1724386666825626,4703.83038239673,7
iz271,0.0,4,1.6196484140951073,1875.9201341471526,8
iz271,0.0,4,2.24169089590026,672.4631598987689,9
iz271,0.0,4,3.042651004214252,168.81538523872783,10
iz271,0.0,4,4.179580516213166,22.04462384506121,11
iz271,0.0,4,5.835170316553671,1.5920592727245375,12
iz271,0.0,4,8.5178440047,0.28457333039145216,13
iz271,0.0,4,11.676972658071236,0.6455728156168763,14
iz271,0.0,4,16.23611949088556,0.17986249669062748,15
iz271,0.0,4,22.73519664094733,0.05629738420424313,16
iz271,0.0,4,31.48621841486666,-0.029911417010501817,17
iz271,0.0,4,43.824745134316515,-0.0029684253311357267,18
iz271,0.0,8,0.11970776294842216,197936.0141053757,0
iz271,0.0,8,0.16591740965205123,114616.6675562219,1
iz271,0.0,8,0.22995273474720573,65182.033055648055,2
iz271,0.0,8,0.3189028983641262,36240.157204294905,3
iz271,0.0,8,0.44160367257005856,19304.256138862427,4
iz271,0.0,8,0.6116939938838059,10058.733362697152,5
iz271,0.0,8,0.8458767490387016,4732.4842069112665,6
iz271,0.0,8,1.1737087738185372,2124.4586267003697,7
iz271,0.0,8,1.6171421138270627,870.1117071300224,8
iz271,0.0,8,2.232659605008872,281.31493509320313,9
iz271,0.0,8,3.0483561427292685,63.10843794321421,10
iz271,0.0,8,4.20026991749765,8.580896900897834,11
iz271,0.0,8,6.050720300271086,0.9304739561049853,12
iz271,0.0,8,8.497004650110846,0.5247624176282502,13
iz271,0.0,8,11.83121633549429,0.7201643460179652,14
iz271,0.0,8,16.518308201114277,0.30087314767581086,15
iz271,0.0,8,22.651759265457187,0.0744246501942083,16
iz271,0.0,8,31.50330638921713,0.054298924640025614,17
iz271,0.0,8,43.75318679455386,0.00818502399395915,18
iz271,0.0,20,0.11954848598316743,69062.5121284745,0
iz271,0.0,20,0.16573567303660436,38479.3345931516,1
iz271,0.0,20,0.22989784704910787,21335.57566576802,2
iz271,0.0,20,0.3185610504123934,11605.12916184575,3
iz271,0.0,20,0.4413565257665621,6084.751232822976,4
iz271,0.0,20,0.6109989870749492,3045.7850968912217,5
iz271,0.0,20,0.845017639265301,1370.0491993900466,6
iz271,0.0,20,1.1690952985564298,567.8713946985031,7
iz271,0.0,20,1.613826653441651,206.15777721547772,8
iz271,0.0,20,2.2298690122618057,62.210763141509744,9
iz271,0.0,20,3.068065194382351,14.229699486274956,10
iz271,0.0,20,4.2926758589274545,2.5919094391036333,11
iz271,0.0,20,6.143975267221333,1.0040173666192866,12
iz271,0.0,20,8.497702810812285,0.4795475288638291,13
iz271,0.0,20,11.797703458360765,0.3353581598740518,14
iz271,0.0,20,16.4027005175332,0.16485585510588274,15
iz271,0.0,20,22.713960521758292,0.08519633281612848,16
iz271,0.0,20,31.532333824599263,0.03657046188683721,17
iz271,0.0,20,43.72603317623082,0.013602160762100635,18
iz271,0.0,50,0.11960181995782335,26345.280557426184,0
iz271,0.0,50,0.16573861019967034,14780.936309655268,1
iz271,0.0,50,0.22991728836970093,8123.709480556734,2
iz271,0.0,50,0.3186543144954076,4422.029916224839,3
iz271,0.0,50,0.44114034893859166,2301.4125294897563,4
iz271,0.0,50,0.6108895814965647,1139.3726791162499,5
iz271,0.0,50,0.8449976478284923,514.6785009445402,6
iz271,0.0,50,1.1688141391486084,209.80233732198133,7
iz271,0.0,50,1.613149133680697,73.33644644923201,8
iz271,0.0,50,2.228100835359893,21.118098348555773,9
iz271,0.0,50,3.0980434367233536,5.283215056339669,10
iz271,0.0,50,4.373312859982239,1.6061193266382858,11
iz271,0.0,50,6.116896783372328,0.9064772335458455,12
iz271,0.0,50,8.496155189428839,0.499365125902419,13
iz271,0.0,50,11.786683982018033,0.2979057206799711,14
iz271,0.0,50,16.375885573389432,0.16664816040267438,15
iz271,0.0,50,22.726378470015632,0.08268663904899176,16
iz271,0.0,50,31.542220999378483,0.04139485727612113,17
iz271,0.0,50,43.75463914939043,0.016325989972474364,18
iz271,0.0,100,0.11960182953103443,13276.918693548325,0
iz271,0.0,100,0.16579702182080364,7411.533402998474,1
iz271,0.0,100,0.23000391040039508,4090.983509054797,2
iz271,0.0,100,0.31866087708132057,2233.765932785068,3
iz271,0.0,100,0.4415278535936211,1185.199155546603,4
iz271,0.0,100,0.6114534980977824,598.4053751305388,5
iz271,0.0,100,0.8455514648535657,276.4818688423005,6
iz271,0.0,100,1.169881604061353,115.64792891648584,7
iz271,0.0,100,1.6150569120143847,42.75667492175595,8
iz271,0.0,100,2.2354741097488136,13.115218681884945,9
iz271,0.0,100,3.1215588651472914,3.9338919505142167,10
iz271,0.0,100,4.38513232863398,1.5505146033209791,11
