iz,z,n_ivols,r,xi,bin_idx
iz82,6.01075,1,0.11672647409306165,1352067.22463612,0
iz82,6.01075,1,0.16540074399680707,1520429.953552628,1
iz82,6.01075,1,0.2334977209775166,759891.7142873536,2
iz82,6.01075,1,0.29246370188309767,356047.4791403415,3
iz82,6.01075,1,0.4602171916225667,53383.59689990907,4
iz82,6.01075,1,0.6287231318729084,150079.43250072663,5
iz82,6.01075,1,0.8259336217303657,86258.61013889399,6
iz82,6.01075,1,1.1606981773336267,35144.239325567854,7
iz82,6.01075,1,1.645822781969329,17388.507317351083,8
iz82,6.01075,1,2.249426649367773,6319.772474349797,9
iz82,6.01075,1,3.238445405448451,4811.606765767995,10
iz82,6.01075,1,4.405254257496099,3162.8706038378846,11
iz82,6.01075,1,5.984034508768542,1028.9019918258716,12
iz82,6.01075,1,8.246743355636859,353.8533726038443,13
iz82,6.01075,1,11.793032796368543,121.78170853047872,14
iz82,6.01075,1,15.624002601656787,48.85889165366022,15
iz82,6.01075,1,19.81980201252482,0.6430018640018718,16
iz82,6.01075,1,32.52096237042043,-0.769050957890326,17
iz82,6.01075,1,43.25166287125213,-0.3074470337739931,18
iz82,6.01075,2,0.11672647409306165,377958.72755314753,0
iz82,6.01075,2,0.16540074399680707,425023.1655688501,1
iz82,6.01075,2,0.2385517027972891,318631.78571497306,2
iz82,6.01075,2,0.31432236922375745,278684.3166243714,3
iz82,6.01075,2,0.46182698371783565,22383.84789322059,4
iz82,6.01075,2,0.6265681184053558,47546.60604890277,5
iz82,6.01075,2,0.8478088932280343,38789.761013278505,6
iz82,6.01075,2,1.1488217402661136,13360.411340056591,7
iz82,6.01075,2,1.6549181125718153,8100.826678307766,8
iz82,6.01075,2,2.247105941478109,3201.543914076308,9
iz82,6.01075,2,3.2128162348873204,2172.217735056488,10
iz82,6.01075,2,4.36308038220493,1232.5532652378151,11
iz82,6.01075,2,5.9089536403133245,414.85666058976284,12
iz82,6.01075,2,8.183425051122098,133.0786341469159,13
iz82,6.01075,2,11.674475230857297,35.77424935721745,14
iz82,6.01075,2,15.624002601656787,12.93764956690033,15
iz82,6.01075,2,20.017425451371402,-0.483301144669375,16
iz82,6.01075,2,32.62917133255348,-0.48352051800980766,17
iz82,6.01075,2,42.08188780671834,0.17771858532993656,18
iz82,6.01075,4,0.11834072244557031,372997.7088076835,0
iz82,6.01075,4,0.16502186276075026,209721.69452563795,1
iz82,6.01075,4,0.24385002330235084,170326.34319822298,2
iz82,6.01075,4,0.31906478591098836,108045.4599564356,3
iz82,6.01075,4,0.45175200065760185,31294.62463713171,4
iz82,6.01075,4,0.6214206724682457,28291.114102459036,5
iz82,6.01075,4,0.855350594943159,16035.88722390861,6
iz82,6.01075,4,1.165965134220681,8918.963030183422,7
iz82,6.01075,4,1.6643574538095391,4723.604081285534,8
iz82,6.01075,4,2.246937263210002,2505.609797805552,9
iz82,6.01075,4,3.1698380336921326,1709.6476233648752,10
iz82,6.01075,4,4.35704681460869,925.4200685494138,11
iz82,6.01075,4,5.951204563375568,409.39821478664015,12
iz82,6.01075,4,8.394333780935222,188.87202256163363,13
iz82,6.01075,4,11.349222157670495,48.49765327041637,14
iz82,6.01075,4,15.34765852952096,7.31328442172474,15
iz82,6.01075,4,22.377352234324665,-0.26345354520837716,16
iz82,6.01075,4,31.173736528085968,-0.0867869938516036,17
iz82,6.01075,4,42.394487663092846,-0.12034423753131795,18
iz82,6.01075,8,0.11890087169197561,249842.7929829109,0
iz82,6.01075,8,0.16846792523870774,124867.8587627206,1
iz82,6.01075,8,0.239027342283781,73133.2833312858,2
iz82,6.01075,8,0.32112328464382944,47150.58523331791,3
iz82,6.01075,8,0.447961118886991,22605.710542040255,4
iz82,6.01075,8,0.6186449754935321,17254.976800044547,5
iz82,6.01075,8,0.8559749234380353,8892.835403657919,6
iz82,6.01075,8,1.1792210879127207,4545.053088799304,7
iz82,6.01075,8,1.6528402679995051,2368.4355560322556,8
iz82,6.01075,8,2.267634701817184,1389.0329377974294,9
iz82,6.01075,8,3.145279435723455,852.960042837054,10
iz82,6.01075,8,4.357252262425363,445.1727813347648,11
iz82,6.01075,8,5.997968692018818,215.26347841662536,12
iz82,6.01075,8,8.340632064153096,85.46866402252333,13
iz82,6.01075,8,11.35960490951549,22.76878687469528,14
iz82,6.01075,8,15.615718430656475,5.2771553265472155,15
iz82,6.01075,8,22.57392682948704,0.9038523851871991,16
iz82,6.01075,8,31.181477463386287,0.2731744186546037,17
iz82,6.01075,8,43.455859498738945,0.22642090888537614,18
iz82,6.01075,20,0.11986588331485645,70059.71882541089,0
iz82,6.01075,20,0.16991622871636392,46686.31556560113,1
iz82,6.01075,20,0.23030961156862859,22968.157039175312,2
iz82,6.01075,20,0.3193553080084707,18653.51663604874,3
iz82,6.01075,20,0.4440284247925895,8989.323332657123,4
iz82,6.01075,20,0.6258589170731466,5442.749031097524,5
iz82,6.01075,20,0.8516498012045182,3065.207011071893,6
iz82,6.01075,20,1.1815322569568907,1512.5667406996151,7
iz82,6.01075,20,1.6356146151348896,827.2652824220221,8
iz82,6.01075,20,2.268698085980854,455.6034639173021,9
iz82,6.01075,20,3.1534390176110207,260.3129712906381,10
iz82,6.01075,20,4.355314761139103,140.57320272510802,11
iz82,6.01075,20,5.99513518483029,67.28086713683676,12
iz82,6.01075,20,8.281315309218403,25.29044353589402,13
iz82,6.01075,20,11.35525333212554,5.437975127298242,14
iz82,6.01075,20,15.97407540994873,1.507851574001235,15
iz82,6.01075,20,22.495877544397956,0.2551670812731337,16
iz82,6.01075,20,31.535967706303616,-0.042624884903365134,17
iz82,6.01075,20,43.757174203263084,0.08863490400701712,18
iz82,6.01075,50,0.1189459857432938,29603.290335148547,0
iz82,6.01075,50,0.1666164384935723,17260.837440818876,1
iz82,6.01075,50,0.23172925576350956,8503.007825949075,2
iz82,6.01075,50,0.31895392502130887,6027.8143921764995,3
iz82,6.01075,50,0.441481915479693,3882.2977844907764,4
iz82,6.01075,50,0.6160370067762203,2170.2568760824306,5
iz82,6.01075,50,0.8526735614125877,1084.7757936668568,6
iz82,6.01075,50,1.1796020594335521,573.5784282806658,7
iz82,6.01075,50,1.6326464025033935,288.47483448615645,8
iz82,6.01075,50,2.266222124659728,161.90462569350004,9
iz82,6.01075,50,3.153646506444393,90.90116436216228,10
iz82,6.01075,50,4.353910910372312,47.95143274129312,11
iz82,6.01075,50,6.009785291863663,23.413019609319758,12
iz82,6.01075,50,8.307243578393251,9.150907294160595,13
iz82,6.01075,50,11.4951255121993,2.345532351979862,14
iz82,6.01075,50,16.20695461797518,0.5723511061100619,15
iz82,6.01075,50,22.72527908488344,0.11670673525193442,16
iz82,6.01075,50,31.57104382770366,0.015509480359338745,17
iz82,6.01075,50,43.77729646267928,0.01936070768154985,18
iz82,6.01075,100,0.11990452665319001,15594.14192680609,0
iz82,6.01075,100,0.16523813844754776,7890.688625864044,1
iz82,6.01075,100,0.23085658427452777,3943.169037210337,2
iz82,6.01075,100,0.318729657875951,2988.7249751730083,3
iz82,6.01075,100,0.4405779169100398,1766.2117464520493,4
iz82,6.01075,100,0.6143484244275037,1037.6424010142723,5
iz82,6.01075,100,0.8518659322160935,527.1849762967764,6
iz82,6.01075,100,1.1782574678169917,279.8439735867977,7
iz82,6.01075,100,1.6351987158864663,151.86288515319967,8
iz82,6.01075,100,2.2724982181971387,82.97813686394673,9
iz82,6.01075,100,3.1524363206164008,46.021226467819595,10
iz82,6.01075,100,4.367253243659676,24.42024799584043,11
iz82,6.01075,100,6.025894985667791,12.233891365074545,12
iz82,6.01075,100,8.354724967882287,5.058960289042877,13
iz82,6.01075,100,11.613874391601604,1.6518333239560579,14
iz82,6.01075,100,16.21859693947476,0.4867571833384432,15
iz82,6.01075,100,22.679084181369355,0.126107110036483,16
iz82,6.01075,100,31.54142912148434,0.006990788125577296,17
iz82,6.01075,100,43.81034132434186,0.022557212603753873,18
iz82,6.01075,300,0.11986549534390593,5265.40830839636,0
iz82,6.01075,300,0.16424318652378403,2654.211540148756,1
iz82,6.01075,300,0.23212598108283813,1407.9972071506795,2
iz82,6.01075,300,0.3202114484453831,920.6033680836608,3
iz82,6.01075,300,0.44241032798678137,595.5734035136692,4
iz82,6.01075,300,0.6141859942799162,346.1340108235497,5
iz82,6.01075,300,0.8503045195199422,178.545045144235,6
iz82,6.01075,300,1.1804067514019316,92.6997965646026,7
iz82,6.01075,300,1.6369031320991794,50.01157027980194,8
