logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.608695521216221946e+00,0.000000000000000000e+00
9.499999999999998224e+00,6.022447633400187517e-01,0.000000000000000000e+00
9.699999999999997513e+00,1.212682240185063209e+00,0.000000000000000000e+00
9.899999999999996803e+00,4.157721783079852407e-01,0.000000000000000000e+00
1.009999999999999609e+01,4.010895505754491497e-01,0.000000000000000000e+00
1.029999999999999538e+01,1.838380653951233734e-01,0.000000000000000000e+00
1.049999999999999467e+01,1.119992128569381462e-01,0.000000000000000000e+00
1.069999999999999396e+01,6.265016209725456087e-02,0.000000000000000000e+00
1.089999999999999325e+01,2.955802519460214856e-02,0.000000000000000000e+00
1.109999999999999254e+01,1.722076250468125222e-02,0.000000000000000000e+00
1.129999999999999183e+01,7.260993145630527910e-03,0.000000000000000000e+00
1.149999999999999112e+01,3.662624861070266479e-03,0.000000000000000000e+00
1.169999999999999041e+01,1.895569007045137854e-03,0.000000000000000000e+00
1.189999999999998970e+01,5.783091885900420700e-04,0.000000000000000000e+00
1.209999999999998899e+01,2.248980177850163666e-04,0.000000000000000000e+00
1.229999999999998828e+01,1.285131530200093368e-04,0.000000000000000000e+00
1.249999999999998757e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.269999999999998685e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.289999999999998614e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.309999999999998543e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.329999999999998472e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.349999999999998401e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.369999999999998330e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.389999999999998259e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.409999999999998188e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.429999999999998117e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.449999999999998046e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.469999999999997975e+01,0.000000000000000000e+00,0.000000000000000000e+00
