logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.794204257600605645e-01,5.943733327175432235e-04
9.499999999999998224e+00,1.604647356896091726e-01,2.072274592447659325e-03
9.699999999999997513e+00,1.000539152837282675e+00,1.625691385703115222e-02
9.899999999999996803e+00,6.836899740664497127e-01,1.159831206005584869e-02
1.009999999999999609e+01,7.017621362098884763e-01,2.414440862363426143e-02
1.029999999999999538e+01,4.829363649050676388e-01,9.879448638413224071e-03
1.049999999999999467e+01,2.731547067440298626e-01,7.293121433885552118e-03
1.069999999999999396e+01,2.148257994170731378e-01,4.449767923317818341e-03
1.089999999999999325e+01,1.120955977217031607e-01,3.983907743620292152e-03
1.109999999999999254e+01,8.289098369790602605e-02,4.016036031875294676e-03
1.129999999999999183e+01,4.939724319206609260e-02,2.088338736575129362e-04
1.149999999999999112e+01,3.206403167849233155e-02,7.389506298650511118e-04
1.169999999999999041e+01,2.112434952766403806e-02,1.140554233052584396e-03
1.189999999999998970e+01,1.281918701374593246e-02,3.212828825500235047e-04
1.209999999999998899e+01,8.224841793280597557e-03,5.140526120800377810e-04
1.229999999999998828e+01,5.397552426840392797e-03,1.927697295300138426e-04
1.249999999999998757e+01,3.293149546137739622e-03,1.445772971475104904e-04
1.269999999999998685e+01,2.120467024830154004e-03,2.248980177850162581e-04
1.289999999999998614e+01,1.365452250837599461e-03,4.819243238250346065e-05
1.309999999999998543e+01,9.317203593950677733e-04,1.927697295300140595e-04
1.329999999999998472e+01,4.497960355700327331e-04,1.606414412750116710e-04
1.349999999999998401e+01,3.534111708050257034e-04,3.212828825500236131e-05
1.369999999999998330e+01,2.891545942950209808e-04,3.212828825500233421e-05
1.389999999999998259e+01,8.032072063750583552e-05,4.819243238250350131e-05
1.409999999999998188e+01,8.032072063750584907e-05,1.606414412750117388e-05
1.429999999999998117e+01,3.212828825500233421e-05,0.000000000000000000e+00
1.449999999999998046e+01,1.606414412750116710e-05,1.606414412750116710e-05
1.469999999999997975e+01,0.000000000000000000e+00,0.000000000000000000e+00
