logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.774011628432336507e-01,4.252834938476299752e-03
9.499999999999998224e+00,1.592872339250633318e-01,5.327120886255153759e-03
9.699999999999997513e+00,9.934452267905783396e-01,3.623020270380594710e-02
9.899999999999996803e+00,6.799213258541378924e-01,3.058207209697963794e-02
1.009999999999999609e+01,6.918987517156028888e-01,3.936468549166143027e-02
1.029999999999999538e+01,4.723083271503129010e-01,2.780246276260605123e-02
1.049999999999999467e+01,2.663097749313015905e-01,1.646156260681639130e-02
1.069999999999999396e+01,2.129719971847595372e-01,1.082366507464883713e-02
1.089999999999999325e+01,1.111863671640865858e-01,7.251092731293679906e-03
1.109999999999999254e+01,8.055204431294185619e-02,4.042660521740931712e-03
1.129999999999999183e+01,4.946631901181434976e-02,3.132916272291804034e-03
1.149999999999999112e+01,3.043191463513820680e-02,2.149346465697486979e-03
1.169999999999999041e+01,2.076933194244626538e-02,1.392696444858429082e-03
1.189999999999998970e+01,1.297822204060819148e-02,1.005285617098165179e-03
1.209999999999998899e+01,8.526847702877619548e-03,7.366701932776695098e-04
1.229999999999998828e+01,5.511607850145650890e-03,6.453288810658646063e-04
1.249999999999998757e+01,3.314032933503491263e-03,2.576830927871611799e-04
1.269999999999998685e+01,2.279502051692415630e-03,3.060588361248026438e-04
1.289999999999998614e+01,1.368665079663099280e-03,2.563024001259968702e-04
1.309999999999998543e+01,9.124433864420662590e-04,1.775505835395697527e-04
1.329999999999998472e+01,5.461809003350396544e-04,9.530790509988867410e-05
1.349999999999998401e+01,2.779096934057702058e-04,1.017381703289656068e-04
1.369999999999998330e+01,1.590350268622615719e-04,8.529137776715758283e-05
1.389999999999998259e+01,1.044169368287575523e-04,4.413987183313894521e-05
1.409999999999998188e+01,6.425657651000465486e-05,4.765395254994433705e-05
1.429999999999998117e+01,2.891545942950209198e-05,2.248980177850163462e-05
1.449999999999998046e+01,8.032072063750583552e-06,1.722687538503427364e-05
1.469999999999997975e+01,8.032072063750583552e-06,1.722687538503427364e-05
