logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.261788543877931268e+00,2.608132018961122761e-02
9.499999999999998224e+00,6.301785250728402232e-01,1.596775646945751068e-02
9.699999999999997513e+00,1.789267210638753491e+00,5.344092843103540047e-02
9.899999999999996803e+00,7.324928439257982760e-01,2.321675860225735216e-02
1.009999999999999609e+01,7.421134813532683783e-01,2.732862621970603284e-02
1.029999999999999538e+01,4.366377166247061847e-01,1.466510889588472193e-02
1.049999999999999467e+01,2.603854970675694713e-01,1.054053915567878044e-02
1.069999999999999396e+01,1.882646295547014681e-01,7.783608258584367480e-03
1.089999999999999325e+01,9.735585303226929055e-02,3.908597781979777572e-03
1.109999999999999254e+01,6.903298203058168270e-02,2.967459021601486207e-03
1.129999999999999183e+01,3.813627815868777388e-02,2.075585782122824421e-03
1.149999999999999112e+01,2.335012594177447373e-02,1.098620204989387466e-03
1.169999999999999041e+01,1.494679365818831103e-02,1.010527343368575540e-03
1.189999999999998970e+01,8.267679510953935412e-03,5.739295034715993045e-04
1.209999999999998899e+01,5.329726040524276551e-03,4.811965908871007288e-04
1.229999999999998828e+01,2.927244041011323530e-03,2.263946247868429094e-04
1.249999999999998757e+01,1.742067185382349150e-03,2.151384315555217319e-04
1.269999999999998685e+01,9.245807397828448336e-04,2.156708800211620889e-04
1.289999999999998614e+01,4.462262257639213175e-04,6.504503025751127055e-05
1.309999999999998543e+01,2.070489687544594781e-04,8.582404852921788610e-05
1.329999999999998472e+01,9.638486476500701618e-05,4.543626098605652714e-05
1.349999999999998401e+01,3.212828825500233421e-05,2.623263751126982363e-05
1.369999999999998330e+01,1.070942941833411140e-05,1.514542032868550453e-05
1.389999999999998259e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.409999999999998188e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.429999999999998117e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.449999999999998046e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.469999999999997975e+01,0.000000000000000000e+00,0.000000000000000000e+00
