logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.252844463013280230e+00,3.810956147540447286e-02
9.499999999999998224e+00,6.265994027194087268e-01,2.004823650553741801e-02
9.699999999999997513e+00,1.771305169367376697e+00,6.170113405602139361e-02
9.899999999999996803e+00,7.239457879952354569e-01,3.058736292278038324e-02
1.009999999999999609e+01,7.351147916238263136e-01,3.408871494343769515e-02
1.029999999999999538e+01,4.324998414320570528e-01,2.027812818903573441e-02
1.049999999999999467e+01,2.567744016350048120e-01,1.288561725174917905e-02
1.069999999999999396e+01,1.861373333285031018e-01,9.365454893684321477e-03
1.089999999999999325e+01,9.563892972465176667e-02,5.221285929824395419e-03
1.109999999999999254e+01,6.668435759640442551e-02,3.862188619639919576e-03
1.129999999999999183e+01,3.831042279357720071e-02,2.246007549254535468e-03
1.149999999999999112e+01,2.325715567769356604e-02,1.662354387618552925e-03
1.169999999999999041e+01,1.454992393322193135e-02,1.002092620524922028e-03
1.189999999999998970e+01,8.197835406051758728e-03,7.758874979055958290e-04
1.209999999999998899e+01,5.053919430721671470e-03,5.064386365944997760e-04
1.229999999999998828e+01,2.881302140897890659e-03,4.080288118423630876e-04
1.249999999999998757e+01,1.607811294848160433e-03,2.697176410469044627e-04
1.269999999999998685e+01,8.581512355647719298e-04,2.002381750638424537e-04
1.289999999999998614e+01,4.246521578052481162e-04,1.124815402605768450e-04
1.309999999999998543e+01,2.127917062686386412e-04,9.316504312219475942e-05
1.329999999999998472e+01,9.591923739899254145e-05,5.591407273857848000e-05
1.349999999999998401e+01,3.818144401319118332e-05,4.211289996865212506e-05
1.369999999999998330e+01,1.769383990855200145e-05,2.290583773703845966e-05
1.389999999999998259e+01,2.328136830072632840e-06,8.329395540741254362e-06
1.409999999999998188e+01,9.312547320290531148e-07,5.390026446459966488e-06
1.429999999999998117e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.449999999999998046e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.469999999999997975e+01,0.000000000000000000e+00,0.000000000000000000e+00
