r,xi,xi_std
1.170576920234624452e-01,4.621310087647550802e+01,1.585078994632256988e+00
1.559982907753987014e-01,2.903819616590245545e+01,8.199799157578693265e-01
2.082240906948922277e-01,1.837614851094465251e+01,4.787684648295111867e-01
2.779063220312948945e-01,1.194902896900019229e+01,3.206839445407909106e-01
3.709977158162346411e-01,7.976009609991436378e+00,1.886327708052224217e-01
4.949362832335065798e-01,5.460411849852194521e+00,1.080280569287768999e-01
6.605177518326218467e-01,3.779872345640458153e+00,8.330105540558332966e-02
8.813580064160829730e-01,2.659348684406246832e+00,9.035739550399772557e-02
1.175828972797289929e+00,1.868939188451116618e+00,9.464806372375622612e-02
1.568727571411639543e+00,1.299973026744835058e+00,9.276343785559908184e-02
2.093258803109145916e+00,8.858420733809545533e-01,8.663870952986982288e-02
2.793274547695919097e+00,5.817702863711824435e-01,7.774907887125385997e-02
3.727362169816249349e+00,3.555034663440863052e-01,6.715856376322647259e-02
4.975945357097121047e+00,1.922559848650748082e-01,5.657787277870978543e-02
6.642518913170822437e+00,9.204137935682674132e-02,4.313248317188173031e-02
8.864156232925392231e+00,3.573570901665377303e-02,2.506991400232802883e-02
1.182406960199157098e+01,8.468597038921976336e-03,8.308935428083296174e-03
1.577006842690917310e+01,-1.160422093970092704e-03,5.025802408868280599e-03
2.103025163809336462e+01,-2.054229953891084474e-03,4.903339329037209419e-03
