r,xi,xi_std
1.171976427448840896e-01,1.347864163669800632e+02,0.000000000000000000e+00
1.561098227830011176e-01,8.987125934655995252e+01,0.000000000000000000e+00
2.082855547287146836e-01,5.978183873809278026e+01,0.000000000000000000e+00
2.778105850539878130e-01,3.923713277905095964e+01,0.000000000000000000e+00
3.704829726254864064e-01,2.604940845508531311e+01,0.000000000000000000e+00
4.934102400066557870e-01,1.669465656589137481e+01,0.000000000000000000e+00
6.575507393854699290e-01,9.972030491908666860e+00,0.000000000000000000e+00
8.767946555417891474e-01,5.722780538695749541e+00,0.000000000000000000e+00
1.170455084918256450e+00,3.218644627737883290e+00,0.000000000000000000e+00
1.565449222744342839e+00,1.896798218139479353e+00,0.000000000000000000e+00
2.092215327567561012e+00,1.217987196397441796e+00,0.000000000000000000e+00
2.793296631315530743e+00,8.201578248761520751e-01,0.000000000000000000e+00
3.732125721079150082e+00,6.021358679316102247e-01,0.000000000000000000e+00
4.964701927991541197e+00,3.805540688143556061e-01,0.000000000000000000e+00
6.629648940298628723e+00,1.944514592477328829e-01,0.000000000000000000e+00
8.846648616648614905e+00,5.834841089098841138e-02,0.000000000000000000e+00
1.181608470679705469e+01,-5.872401478663857866e-03,0.000000000000000000e+00
1.577128022519523576e+01,-1.025146280054167747e-02,0.000000000000000000e+00
2.102579790739971699e+01,-9.596006675894108717e-03,0.000000000000000000e+00
