r,xi,xi_std
1.171502059230482701e-01,1.283073890031005249e+02,1.058665335002574182e+01
1.561451716089933273e-01,8.383945090843698722e+01,8.127818643087088901e+00
2.082028324336696046e-01,5.320709062766127317e+01,5.844931045175840723e+00
2.773596884746032387e-01,3.323554157485958171e+01,3.978749261965631945e+00
3.700326706566284818e-01,2.022035195181301503e+01,2.980710000595822251e+00
4.929738396310762716e-01,1.187559227642432091e+01,2.042316151345636932e+00
6.571921778188537511e-01,6.716731133889407346e+00,1.287680386557874090e+00
8.770749581363666003e-01,3.713172519144870343e+00,7.240307100185556788e-01
1.171147880065102065e+00,2.040392253310714388e+00,4.157954607128722113e-01
1.563495169505041416e+00,1.101404539146575434e+00,2.294524359846916717e-01
2.091728226646715871e+00,6.002404006406585335e-01,1.525454733554492126e-01
2.793809138406540438e+00,3.338662256190932931e-01,1.153721245717812538e-01
3.727316736971762356e+00,1.662647640516075054e-01,8.419958337783084446e-02
4.976399458009480803e+00,6.427206153562858848e-02,4.493839028388946222e-02
6.641617206290515441e+00,1.541891828349861715e-02,1.375421850462499318e-02
8.863278359825706332e+00,-3.863406317916040500e-03,4.331779514348599314e-03
1.182723505133461828e+01,-1.764801906833479705e-03,4.975953955372425241e-03
1.577265702172526751e+01,3.955248565648550318e-03,3.083868781724730113e-04
2.102469201779978647e+01,1.532893286312897452e-04,1.209152982833805456e-03
