r,xi,xi_std
1.172403643542040269e-01,7.164803889417451046e+02,0.000000000000000000e+00
1.563153135348521461e-01,4.932210913554069407e+02,0.000000000000000000e+00
2.083402273163401930e-01,3.334200451084704468e+02,0.000000000000000000e+00
2.776740691510346526e-01,2.204807174630253712e+02,0.000000000000000000e+00
3.700132748928319226e-01,1.421363280323975005e+02,0.000000000000000000e+00
4.933214213899634326e-01,8.982140531722397725e+01,0.000000000000000000e+00
6.570413929189761193e-01,5.416856748201340821e+01,0.000000000000000000e+00
8.752309485939698819e-01,3.114290689551810942e+01,0.000000000000000000e+00
1.164555507334819051e+00,1.642098821291039457e+01,0.000000000000000000e+00
1.547210021816501246e+00,7.589196068577480858e+00,0.000000000000000000e+00
2.057041782195740520e+00,2.537866453345207773e+00,0.000000000000000000e+00
2.758581697008422040e+00,5.039024289547193725e-01,0.000000000000000000e+00
3.730338568323833481e+00,1.991350387962675939e-02,0.000000000000000000e+00
4.979067619916703435e+00,-3.344289519779042319e-02,0.000000000000000000e+00
6.657172086842331638e+00,-2.796702762257252672e-02,0.000000000000000000e+00
8.872703128865133237e+00,-3.174722949654940063e-02,0.000000000000000000e+00
1.181860188890536101e+01,5.316411596094194891e-03,0.000000000000000000e+00
1.575355564776200445e+01,-1.739557755424192553e-02,0.000000000000000000e+00
2.104606913548694180e+01,-8.699406512671981062e-03,0.000000000000000000e+00
