r,xi,xi_std
1.171448471360303500e-01,5.836359970489302214e+02,9.790804957453818247e+01
1.562393232577756197e-01,3.897448342875659364e+02,7.354717439393851919e+01
2.082006077487795759e-01,2.555588981973193654e+02,5.299521827014386588e+01
2.774211419683004776e-01,1.637713815779206925e+02,3.765249425640325143e+01
3.697126433463293060e-01,1.013784480375421708e+02,2.622175681169631645e+01
4.926550558337836061e-01,6.028761445368596839e+01,1.761274101532184133e+01
6.564609531585020585e-01,3.365528922703208536e+01,1.145041157353525918e+01
8.726837982178330400e-01,1.710554561466845769e+01,6.769940244670760165e+00
1.158080197210810791e+00,7.650446768105693351e+00,3.614196428828044816e+00
1.540749573891965873e+00,2.896508173444078960e+00,1.726930641233457964e+00
2.070761338870139578e+00,8.815684855842649270e-01,7.034757486016923744e-01
2.798853695150381959e+00,2.142205902736165901e-01,2.384151764382863581e-01
3.738409828075115016e+00,5.307354049268628998e-02,1.001739462849704221e-01
4.987156345911318844e+00,6.654037184868799755e-03,3.342811405510687228e-02
6.652551841711708214e+00,-5.219426690617451348e-03,1.064638835534502913e-02
8.875439028349415338e+00,-4.248419004667436166e-04,1.379195299390092132e-02
1.183444726908800426e+01,-1.001667883666718063e-03,8.199843247321557393e-03
1.576825505543324901e+01,-1.786907516996916103e-03,8.058733807222311779e-03
2.102375791721483722e+01,-5.041699074279986856e-03,4.464730918606703812e-03
