r,xi,xi_std
1.170928341227232827e-01,1.268772745083359013e+02,1.143263348080845176e+01
1.560917263021921186e-01,8.278217356932276516e+01,9.253778138873022030e+00
2.081983190090713753e-01,5.347247604796134368e+01,6.595320465229078444e+00
2.773933949680414957e-01,3.390331772658758780e+01,4.495725052555152423e+00
3.698347368927769607e-01,2.094546390508991252e+01,3.141168550085683187e+00
4.929030944838670436e-01,1.251206026840005237e+01,2.134471226988034154e+00
6.572854481081362721e-01,7.242018139331984905e+00,1.430341840379794727e+00
8.780147078786457726e-01,4.095279859948494305e+00,9.013301329312128907e-01
1.171780381021156225e+00,2.296148014436295348e+00,5.107295270653445796e-01
1.566002452031733272e+00,1.312039472886765923e+00,2.908479740553235326e-01
2.091127371083036035e+00,7.737602983557481107e-01,1.938749669750126081e-01
2.793761012352460771e+00,4.371132979354587778e-01,1.496762535913847836e-01
3.729424897340981815e+00,2.255083529832382361e-01,1.009419453173815845e-01
4.976783172956958268e+00,9.939073226213232526e-02,6.539312773098861220e-02
6.645039535012303489e+00,3.410213801838259118e-02,3.918372999878498575e-02
8.866789406672690887e+00,7.060857271953113919e-03,2.186317795284276402e-02
1.183108875887680611e+01,1.074814924525369130e-03,6.437855345263766502e-03
1.576707059314726678e+01,-2.257816299147419239e-03,6.016253603004001818e-03
2.102810403772006964e+01,-3.950973213681352111e-03,2.874224652735962379e-03
