r,xi,xi_std
1.171602409653496740e-01,1.259796119844706652e+02,1.376051888690397007e+01
1.561314293596134661e-01,8.344503729789269642e+01,1.126019598159024682e+01
2.082921592367252828e-01,5.449569285072203684e+01,9.147631883535437325e+00
2.777049281575065809e-01,3.520229907686206872e+01,7.264718483703723528e+00
3.701978357829376343e-01,2.216540462325917105e+01,5.537121498592090241e+00
4.932281878956667476e-01,1.346533858401003059e+01,3.987347157213052107e+00
6.576227421791557282e-01,7.857710013200292387e+00,2.684944493954021461e+00
8.768972710302239681e-01,4.465393462410007785e+00,1.696772198092082906e+00
1.171259979762871550e+00,2.521095403662294565e+00,1.019311098487472256e+00
1.565493662071864911e+00,1.427480642004749889e+00,5.736985257213019773e-01
2.090883322931055943e+00,8.068395744114724710e-01,2.938175308511799533e-01
2.790040190090083527e+00,4.395708533755474656e-01,1.610625154206781762e-01
3.727565070321478657e+00,2.182729153918422926e-01,9.743878514721499018e-02
4.976684398843556068e+00,9.582920866702554497e-02,6.773938288625033777e-02
6.642656220336530026e+00,3.905551817298058559e-02,5.102031530477509069e-02
8.865661554710859704e+00,1.061219844677966338e-02,2.601415461216354669e-02
1.182658413915799933e+01,-4.069221646566534154e-05,5.413422146778739535e-03
1.576718603133217478e+01,-2.679280901686814653e-03,5.199575996951390049e-03
2.103139397142538058e+01,-3.049792255786121405e-03,4.387790472278389059e-03
