iz,z,n_ivols,log_Mhalo,phi,bin_idx
iz155,1.49551,1,9.1,0.0,0
iz155,1.49551,1,9.299999999999999,0.0,1
iz155,1.49551,1,9.499999999999998,0.0,2
iz155,1.49551,1,9.699999999999998,0.0,3
iz155,1.49551,1,9.899999999999997,0.0,4
iz155,1.49551,1,10.099999999999996,0.0,5
iz155,1.49551,1,10.299999999999995,0.0,6
iz155,1.49551,1,10.499999999999995,0.0,7
iz155,1.49551,1,10.699999999999994,0.0,8
iz155,1.49551,1,10.899999999999993,0.0,9
iz155,1.49551,1,11.099999999999993,0.0674372770472499,10
iz155,1.49551,1,11.299999999999992,0.03897161365331783,11
iz155,1.49551,1,11.499999999999991,0.02242554520199163,12
iz155,1.49551,1,11.69999999999999,0.013847292237906006,13
iz155,1.49551,1,11.89999999999999,0.008224841793280598,14
iz155,1.49551,1,12.099999999999989,0.0048513715265053525,15
iz155,1.49551,1,12.299999999999988,0.002955802519460215,16
iz155,1.49551,1,12.499999999999988,0.0017670558540251284,17
iz155,1.49551,1,12.699999999999987,0.0008995920711400655,18
iz155,1.49551,1,12.899999999999986,0.00044979603557003273,19
iz155,1.49551,1,13.099999999999985,0.00016064144127501167,20
iz155,1.49551,1,13.299999999999985,0.00012851315302000934,21
iz155,1.49551,1,13.499999999999984,6.425657651000467e-05,22
iz155,1.49551,1,13.699999999999983,0.0,23
iz155,1.49551,1,13.899999999999983,0.0,24
iz155,1.49551,1,14.099999999999982,0.0,25
iz155,1.49551,1,14.299999999999981,0.0,26
iz155,1.49551,1,14.49999999999998,0.0,27
iz155,1.49551,1,14.69999999999998,0.0,28
iz155,1.49551,2,9.1,0.0,0
iz155,1.49551,2,9.299999999999999,0.0,1
iz155,1.49551,2,9.499999999999998,0.0,2
iz155,1.49551,2,9.699999999999998,0.0,3
iz155,1.49551,2,9.899999999999997,0.0,4
iz155,1.49551,2,10.099999999999996,0.0,5
iz155,1.49551,2,10.299999999999995,0.0,6
iz155,1.49551,2,10.499999999999995,0.0,7
iz155,1.49551,2,10.699999999999994,0.0,8
iz155,1.49551,2,10.899999999999993,0.0,9
iz155,1.49551,2,11.099999999999993,0.06514010443701723,10
iz155,1.49551,2,11.299999999999992,0.03910012680633784,11
iz155,1.49551,2,11.499999999999991,0.022859277093434164,12
iz155,1.49551,2,11.69999999999999,0.013606330075993489,13
iz155,1.49551,2,11.89999999999999,0.00809632864026059,14
iz155,1.49551,2,12.099999999999989,0.0050923336884178706,15
iz155,1.49551,2,12.299999999999988,0.0028915459429502102,16
iz155,1.49551,2,12.499999999999988,0.0016867351333876227,17
iz155,1.49551,2,12.699999999999987,0.0007550147739925549,18
iz155,1.49551,2,12.899999999999986,0.0004979884679525362,19
iz155,1.49551,2,13.099999999999985,0.00017670558540251285,20
iz155,1.49551,2,13.299999999999985,9.638486476500702e-05,21
iz155,1.49551,2,13.499999999999984,4.819243238250351e-05,22
iz155,1.49551,2,13.699999999999983,0.0,23
iz155,1.49551,2,13.899999999999983,0.0,24
iz155,1.49551,2,14.099999999999982,0.0,25
iz155,1.49551,2,14.299999999999981,0.0,26
iz155,1.49551,2,14.49999999999998,0.0,27
