alpha,sigma,z,surrogate_mean,acquisition
2.0,0.4,4.0,0.1448924159597414,0.33865647287212985
2.0,0.4285714285714286,4.0,0.14619061979712988,0.3325509812827171
2.0,0.4571428571428572,4.0,0.14748882363451837,0.3288232910656253
2.0,0.48571428571428577,4.0,0.14878702747190686,0.32755459301249973
2.0,0.5142857142857143,4.0,0.15008523130929535,0.3174004751569646
2.029166666666667,0.4,4.0,0.14217545889077327,0.310534309142888
2.029166666666667,0.4285714285714286,4.0,0.14347366272816175,0.3038642882748105
2.0,0.5428571428571429,4.0,0.15138343514668384,0.30099606582931476
