logM,phi,phi_poisson_err,phi_ivol_scatter,counts
6.05,0.5531848671746303,0.004215789709045235,0.011813427856374646,17218.0
6.1499999999999995,0.5399801407018243,0.004165169577873743,0.006043022711145582,16807.0
6.249999999999999,0.5217312729729829,0.004094182791440229,0.009314433502141593,16239.0
6.349999999999999,0.5165907468521826,0.0040739632331102185,0.012585844293137681,16079.0
6.449999999999998,0.4988238034471663,0.004003293012709311,0.013540005773844904,15526.0
6.549999999999998,0.4960607706572361,0.0039921903050423695,0.0005452351318327208,15440.0
6.649999999999998,0.508398033347157,0.004041529235778674,0.0014539603515537388,15824.0
6.749999999999997,0.4850728960740253,0.003947728692521192,0.0052706062743825876,15098.0
6.849999999999997,0.42884839162777116,0.0037118950340642937,0.010722957592709324,13348.0
6.949999999999997,0.38512179131271307,0.0035175707419436075,0.008405708282420418,11987.0
7.049999999999996,0.3356763556882644,0.0032840077216628547,0.007633291845657462,10448.0
7.149999999999996,0.29532322563998153,0.00308029701843157,0.008814634631294959,9192.0
7.249999999999996,0.26737161485812944,0.0029309029860040492,0.0031805382690239556,8322.0
7.349999999999995,0.23444011939675208,0.002744478044094362,0.0008632889587350692,7297.0
7.449999999999995,0.20999049203469528,0.0025974285474100077,0.006270204016075778,6536.0
7.5499999999999945,0.18891433493941373,0.00246363434958103,0.005634096362271022,5880.0
7.649999999999994,0.1686735133387623,0.0023279156465670606,0.0026353031371912743,5250.0
7.749999999999994,0.14631222471328065,0.0021681239196178243,0.006633694103964252,4554.0
7.849999999999993,0.1304729786035645,0.0020474065219355125,0.0031351020080379087,4061.0
7.949999999999993,0.11861764023746862,0.0019521735931206415,0.0023626855712749434,3692.0
8.049999999999994,0.10528440061164265,0.0018391866603490793,0.0034985920959263433,3277.0
8.149999999999991,0.09375034512809684,0.001735522432088231,0.0019083229614143852,2918.0
8.249999999999993,0.08581465792911125,0.0016604451410543223,0.0010450340026792963,2671.0
8.34999999999999,0.07315611235664032,0.0015330951260145206,0.0012267790466235235,2277.0
8.449999999999992,0.06303570155631459,0.0014231054739398533,0.001544832873525921,1962.0
8.54999999999999,0.05339721507981389,0.00130979430373575,0.004997988708466222,1662.0
8.649999999999991,0.04591132391639834,0.0012145172905129134,0.0023172493102888866,1429.0
8.74999999999999,0.04170251815499303,0.0011575104855866684,0.002180940527330706,1298.0
8.84999999999999,0.03559814338654259,0.0010694425707188514,0.0003634900878884494,1108.0
8.949999999999989,0.03219254483151234,0.0010170011602790403,0.0016357053954980346,1002.0
9.04999999999999,0.029011844294267113,0.0009654537256106367,0.0014993966125398642,903.0
9.149999999999988,0.0233572655613867,0.0008662730290184907,0.0017720141784562048,727.0
9.24999999999999,0.02226490376071662,0.0008457737557965423,0.0007724164367629629,693.0
9.349999999999987,0.0192127163764914,0.0007856663986104532,9.087252197211358e-05,598.0
9.449999999999989,0.015485834938911126,0.0007053604530924053,0.0,482.0
9.549999999999986,0.012562160707705914,0.0006352957738902722,0.0007724164367629618,391.0
9.649999999999988,0.007807174045965568,0.0005008304485609424,0.00040892634887450865,243.0
9.749999999999986,0.006971838551335508,0.00047327923960875895,4.54362609860574e-05,217.0
9.849999999999987,0.005333295850330388,0.00041394403779813346,0.0006361076538047907,166.0
9.949999999999985,0.0046264735087203366,0.00038553945906002806,0.0012722153076095825,144.0
10.049999999999986,0.004433703779190323,0.0003774219297485507,0.00036349008788845243,138.0
10.149999999999984,0.0033734702667752455,0.000329216987943567,0.0005906713928187352,105.0
10.249999999999986,0.002570263060400187,0.00028736414615557334,0.0008178526977490175,80.0
10.349999999999984,0.000867463782885063,0.00016694348285364744,0.0003180538269023957,27.0
10.449999999999985,9.638486476500702e-05,5.5647827617882474e-05,4.543626098605652e-05,3.0
10.549999999999983,0.0,0.0,0.0,0.0
10.649999999999984,0.0,0.0,0.0,0.0
10.749999999999982,0.0,0.0,0.0,0.0
10.849999999999984,0.0,0.0,0.0,0.0
10.949999999999982,0.0,0.0,0.0,0.0
11.049999999999983,0.0,0.0,0.0,0.0
11.14999999999998,0.0,0.0,0.0,0.0
11.249999999999982,0.0,0.0,0.0,0.0
11.34999999999998,0.0,0.0,0.0,0.0
11.449999999999982,0.0,0.0,0.0,0.0
11.54999999999998,0.0,0.0,0.0,0.0
11.64999999999998,0.0,0.0,0.0,0.0
11.749999999999979,0.0,0.0,0.0,0.0
11.84999999999998,0.0,0.0,0.0,0.0
11.949999999999978,0.0,0.0,0.0,0.0
12.04999999999998,0.0,0.0,0.0,0.0
12.149999999999977,0.0,0.0,0.0,0.0
12.249999999999979,0.0,0.0,0.0,0.0
12.349999999999977,0.0,0.0,0.0,0.0
12.449999999999978,0.0,0.0,0.0,0.0
12.549999999999976,0.0,0.0,0.0,0.0
12.649999999999977,0.0,0.0,0.0,0.0
12.749999999999975,0.0,0.0,0.0,0.0
12.849999999999977,0.0,0.0,0.0,0.0
12.949999999999974,0.0,0.0,0.0,0.0
