r,xi,xi_jk_err,DD,RR
0.1166760716081662,93.14185994492354,1.378334658257323,129604,1376.6883305239892
0.15559004211011235,59.05251709056518,0.020278095255882533,196050,3264.6425078958314
0.2074826557850289,37.106162738974525,0.19209719072187426,295006,7741.687401609488
0.27668256829150173,23.17450210682966,0.16496686197046095,443806,18358.43394162886
0.3689621347227101,14.325243648343516,0.03526363722372139,667180,43534.70752630511
0.49201891430946565,8.957722477902577,0.048058083483819125,1028006,103237.06071155057
0.6561177672614025,5.73169977155878,0.01691235258332613,1648012,244813.6512211669
0.8749471046662279,3.6861029124924896,0.031150160890009104,2720492,580544.6552928985
1.166760716081662,2.3030497166117767,0.040307488785304324,4547270,1376688.3305239885
1.5559004211011234,1.3290660406491956,0.06365119473406455,7603568,3264642.5078958296
2.074826557850289,0.6437245964432046,0.06800495726132127,12725202,7741687.40160949
2.766825682915017,0.1387800324620223,0.0874788437534545,20906218,18358433.941628855
3.6896213472271007,-0.2350791381823648,0.10891672542568825,33300606,43534707.52630512
4.920189143094657,-0.5170910169624563,0.10504549454481954,49854104,103237060.71155049
6.561177672614024,-0.7262483621084708,0.09399411358903059,67018138,244813651.2211669
8.74947104666228,-0.8595803866993292,0.0695229991035563,81519856,580544655.2928987
11.667607160816619,-0.9426822903554604,0.032537647697079175,78908622,1376688330.5239885
15.559004211011235,-0.9853033451950841,0.00909665301214041,47979324,3264642507.89583
20.748265578502888,-0.9972463346949958,0.0006222186181104594,21318016,7741687401.609491
27.668256829150174,-0.9980252708855631,7.169836229253823e-05,36252934,18358433941.628864
36.896213472271015,-0.9981341979626044,0.00018052755904318651,81227146,43534707526.305115
49.20189143094657,-0.9980999753126635,0.00015372006387948112,196152964,103237060711.55054
65.61177672614025,-0.9984398292656689,8.304368256428774e-05,381951094,244813651221.16687
87.49471046662279,-0.9985406771309047,4.575089469827098e-05,847202092,580544655292.8986
