r,xi,xi_std
1.171424100716788458e-01,4.641110221394716717e+01,0.000000000000000000e+00
1.560285349556611856e-01,2.955286708737336099e+01,0.000000000000000000e+00
2.081961965241872214e-01,1.886491177312375456e+01,0.000000000000000000e+00
2.779936719444724424e-01,1.233166874365232779e+01,0.000000000000000000e+00
3.708531634750152350e-01,8.231291828097139884e+00,0.000000000000000000e+00
4.949028170441279184e-01,5.640288488399669120e+00,0.000000000000000000e+00
6.603839688959547427e-01,3.886609540825265441e+00,0.000000000000000000e+00
8.811415450494833879e-01,2.681584651263740238e+00,0.000000000000000000e+00
1.175854034492883837e+00,1.845547135331349509e+00,0.000000000000000000e+00
1.568937679355630666e+00,1.265917710131508667e+00,0.000000000000000000e+00
2.092746655335298467e+00,8.271788221450657730e-01,0.000000000000000000e+00
2.792421015083218272e+00,4.983686889828478073e-01,0.000000000000000000e+00
3.726600919934582201e+00,2.635497872964625010e-01,0.000000000000000000e+00
4.977076974331938075e+00,1.249107094320751621e-01,0.000000000000000000e+00
6.644146706700571059e+00,6.687429430607605418e-02,0.000000000000000000e+00
8.862131517644989742e+00,3.517993088306314853e-02,0.000000000000000000e+00
1.182206932909660324e+01,1.209388802245281447e-02,0.000000000000000000e+00
1.576614952109660983e+01,8.872113964211170156e-04,0.000000000000000000e+00
2.102713207772500326e+01,-5.639529828360689834e-03,0.000000000000000000e+00
