r,xi,xi_std
1.171954701340362781e-01,1.249173298579822102e+02,9.338383114736478419e+00
1.562398682704646269e-01,8.232442711243517408e+01,6.837877628270194741e+00
2.081107722240863600e-01,5.351133511737059223e+01,4.921226948616207686e+00
2.776364412319047847e-01,3.417725773016643842e+01,3.471686715023035941e+00
3.701423652651967267e-01,2.121846631236218883e+01,2.505595621286202057e+00
4.933717776132253707e-01,1.285734291115999461e+01,1.759560113524747171e+00
6.571744268666817046e-01,7.467066177000219795e+00,1.127495294085636202e+00
8.766461554218742958e-01,4.245845448078529039e+00,6.562070058482285528e-01
1.169747533704024178e+00,2.395038258030663947e+00,3.772798693448277119e-01
1.565677814068464846e+00,1.386878020240901455e+00,2.535838036713006782e-01
2.089249815904791863e+00,8.153011045076519192e-01,1.900094788387032552e-01
2.790548551521711662e+00,4.755778554787655210e-01,1.481116155330248763e-01
3.728627968253154013e+00,2.677276467925974179e-01,1.214230018912170334e-01
4.976759739539361682e+00,1.258519882236380227e-01,7.792524498735156624e-02
6.642022419616334439e+00,4.476395248594420423e-02,3.391726061076646981e-02
8.859596046315434847e+00,9.823233607121761510e-03,1.164611580927122150e-02
1.182146343659564458e+01,5.770893924397890295e-04,7.053905968067289596e-03
1.576929261517691749e+01,-2.878866540601321411e-03,5.640778899270020366e-03
2.103521257592595717e+01,-2.473261264244697340e-03,3.077414436187598298e-03
