r,xi,xi_std
1.170220976768855531e-01,1.231234562094478520e+02,9.161853393842051219e+00
1.560400123655245885e-01,8.030230249771867079e+01,6.674461681177035643e+00
2.081546112363640011e-01,5.208978594680256435e+01,5.154554894668049059e+00
2.774707238791001007e-01,3.334074626349546833e+01,3.636107826528101938e+00
3.697437203446971576e-01,2.080185482013039433e+01,2.664364973005826087e+00
4.927152136557081952e-01,1.264094863031942850e+01,2.081253729961649590e+00
6.567086985886765316e-01,7.344410268362553396e+00,1.538394213025592094e+00
8.770856767131016696e-01,4.205576396172579834e+00,1.041793421774344086e+00
1.173288975872505580e+00,2.396126071203827479e+00,6.010799516120741703e-01
1.567559014532676542e+00,1.365902679651818774e+00,3.052518503175141174e-01
2.093288465351626826e+00,8.230931387267836907e-01,1.745463983131136931e-01
2.792832410275254862e+00,5.094542780805358939e-01,1.623813321406494259e-01
3.727322860094662182e+00,2.809127876638417565e-01,1.215233353590423615e-01
4.979764907389339967e+00,1.398013335772105847e-01,8.302642153508377199e-02
6.644820842953171436e+00,5.451124216364355846e-02,4.457433466415960943e-02
8.867922092210525520e+00,1.236518089728216863e-02,1.512707703164412054e-02
1.182656459280492278e+01,3.903010630170733464e-04,3.527792773838633877e-04
1.576748530260498526e+01,-1.252617607226280683e-03,1.462203973690012759e-03
2.102991401095685120e+01,-2.359773854278324201e-03,2.253444263734638575e-03
