r,xi,xi_std
1.171201807296627512e-01,1.341714933746905842e+02,1.561123522303304334e+01
1.561223739473764915e-01,8.887060539293221950e+01,1.185458996853102498e+01
2.082410816022521038e-01,5.798848123543456268e+01,8.323735798565351729e+00
2.773173288647219348e-01,3.763655114435589155e+01,6.028450338245332496e+00
3.697200387292050583e-01,2.363039811321371175e+01,4.298418710346941118e+00
4.928873124113153925e-01,1.427107003771591209e+01,2.800999534456712681e+00
6.573347376025098221e-01,8.268419286418858150e+00,1.664641940927064079e+00
8.784240256739213049e-01,4.672769445882167361e+00,7.915934151631651705e-01
1.172260947706601275e+00,2.620003640813872270e+00,3.978336737124344435e-01
1.567275331313809916e+00,1.525587794395006025e+00,2.517628704031011910e-01
2.092736445029693026e+00,9.210862021203614081e-01,1.888788134333043156e-01
2.792307341533581511e+00,5.235944098263247692e-01,1.134038565408437282e-01
3.725281636697428844e+00,2.622227512979456443e-01,7.606687876888801325e-02
4.978120444399635858e+00,1.046476210262912571e-01,5.596209076049149522e-02
6.643802410829538374e+00,3.050469446411439162e-02,3.340567958706400220e-02
8.866708011985396709e+00,3.595214011429592738e-03,1.140679920904077820e-02
1.182574950327306595e+01,-2.823432154547944714e-04,6.024060315751305662e-03
1.576811851612347404e+01,-1.509072040168835029e-03,3.949057969934569035e-03
2.103008938451823440e+01,-8.864521253944656742e-04,2.066401499934481661e-03
