logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.068876021955672773e+00,8.449739811065609674e-02
9.499999999999998224e+00,4.474024780950350277e-01,3.394353654140996879e-02
9.699999999999997513e+00,7.235451156467800349e-01,5.193537796421127117e-02
9.899999999999996803e+00,2.411067392096650219e-01,1.868259962028384624e-02
1.009999999999999609e+01,2.090105792429177156e-01,1.508423133572360519e-02
1.029999999999999538e+01,8.433675666938113269e-02,7.196736569120523730e-03
1.049999999999999467e+01,4.824062481488600868e-02,5.381488282712891535e-03
1.069999999999999396e+01,2.289140538168916300e-02,2.779096934057702709e-03
1.089999999999999325e+01,8.562188819958122324e-03,1.172682521307585185e-03
1.109999999999999254e+01,3.742945581707771922e-03,4.979884679525360854e-04
1.129999999999999183e+01,1.750991709897627363e-03,1.767055854025127975e-04
1.149999999999999112e+01,6.265016209725455306e-04,1.445772971475105446e-04
1.169999999999999041e+01,2.570263060400186737e-04,6.425657651000465486e-05
1.189999999999998970e+01,9.638486476500700262e-05,6.425657651000466842e-05
1.209999999999998899e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.229999999999998828e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.249999999999998757e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.269999999999998685e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.289999999999998614e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.309999999999998543e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.329999999999998472e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.349999999999998401e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.369999999999998330e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.389999999999998259e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.409999999999998188e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.429999999999998117e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.449999999999998046e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.469999999999997975e+01,0.000000000000000000e+00,0.000000000000000000e+00
