logM,phi,phi_std
8.599999999999999645e+00,2.764639204342950879e-02,1.847376574662632984e-03
8.799999999999998934e+00,2.221671132833411694e-02,7.871430622475566324e-04
8.999999999999998224e+00,1.733321151357376105e-02,2.409621619125171949e-04
9.199999999999997513e+00,1.392761295854351260e-02,2.730904501675197188e-04
9.399999999999996803e+00,9.975833503178224704e-03,1.076297656542578481e-03
9.599999999999996092e+00,7.132479992610518682e-03,3.212828825500252394e-05
9.799999999999995381e+00,4.899563958887856278e-03,2.409621619125171949e-04
9.999999999999994671e+00,4.787114949995348312e-03,3.534111708050255950e-04
1.019999999999999396e+01,3.518047563922755555e-03,4.337318914425312543e-04
1.039999999999999325e+01,2.666647925165193875e-03,1.606414412750117524e-04
1.059999999999999254e+01,7.871430622475572830e-04,1.606414412750115355e-05
1.079999999999999183e+01,6.425657651000466842e-05,0.000000000000000000e+00
1.099999999999999112e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.119999999999999041e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.139999999999998970e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.159999999999998899e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.179999999999998828e+01,0.000000000000000000e+00,0.000000000000000000e+00
