logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.956934037612192423e+00,1.349388106710036617e-03
9.499999999999998224e+00,7.032721657578736574e-01,6.634491524658003847e-03
9.699999999999997513e+00,1.620952463185505454e+00,1.269067386072575410e-03
9.899999999999996803e+00,5.885259842551328058e-01,1.734927565770094660e-03
1.009999999999999609e+01,5.944375892940532147e-01,4.883499814760328128e-03
1.029999999999999538e+01,3.047046858104421885e-01,4.690730085230326862e-03
1.049999999999999467e+01,1.812356740464681759e-01,6.425657651000504789e-04
1.069999999999999396e+01,1.196778737498837009e-01,3.855394590600302873e-04
1.089999999999999325e+01,5.868231849776177345e-02,1.012041080032572565e-03
1.109999999999999254e+01,3.538930951288507543e-02,6.586299092275482714e-04
1.129999999999999183e+01,1.887536934981387179e-02,4.658601796975331277e-04
1.149999999999999112e+01,1.089148971844579317e-02,1.285131530200092284e-04
1.169999999999999041e+01,5.799156030027921745e-03,1.767055854025130143e-04
1.189999999999998970e+01,2.522070628017683384e-03,1.606414412750126197e-05
1.209999999999998899e+01,1.654606845132620442e-03,4.819243238250346065e-05
1.229999999999998828e+01,7.228864857375525603e-04,8.032072063750587618e-05
1.249999999999998757e+01,2.891545942950210350e-04,9.638486476500701618e-05
1.269999999999998685e+01,1.124490088925081697e-04,4.819243238250350131e-05
1.289999999999998614e+01,8.032072063750584907e-05,1.606414412750117388e-05
1.309999999999998543e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.329999999999998472e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.349999999999998401e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.369999999999998330e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.389999999999998259e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.409999999999998188e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.429999999999998117e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.449999999999998046e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.469999999999997975e+01,0.000000000000000000e+00,0.000000000000000000e+00
