logM,phi,phi_std
8.599999999999999645e+00,1.597693877366616541e-02,2.390798290935122316e-03
8.799999999999998934e+00,1.225740094482989130e-02,1.788355325502764435e-03
8.999999999999998224e+00,8.963792423145652138e-03,1.378171430481795476e-03
9.199999999999997513e+00,6.496339885161472177e-03,1.063297267736911357e-03
9.399999999999996803e+00,4.748561004089345283e-03,7.645028251137220504e-04
9.599999999999996092e+00,3.483624397935252727e-03,7.005476544014181857e-04
9.799999999999995381e+00,2.439914005194177612e-03,6.238394547450264128e-04
9.999999999999994671e+00,1.931369099672140604e-03,4.937297042906696638e-04
1.019999999999999396e+01,1.279623823642093029e-03,3.441937158052592663e-04
1.039999999999999325e+01,5.985041126360435325e-04,2.023369113268186782e-04
1.059999999999999254e+01,8.995920711400653849e-05,5.737010738094280263e-05
1.079999999999999183e+01,2.753853279000199942e-06,8.994047146721086258e-06
1.099999999999999112e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.119999999999999041e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.139999999999998970e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.159999999999998899e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.179999999999998828e+01,0.000000000000000000e+00,0.000000000000000000e+00
