r,xi,xi_std
1.169962829719902869e-01,4.683535735396121424e+01,2.116986176348127913e-01
1.560542665267116713e-01,2.928536860465235847e+01,2.262481822337747417e-01
2.082147869968638543e-01,1.849044281226128561e+01,6.158778342427062569e-02
2.778123275621610100e-01,1.208729854635793188e+01,4.065941003054529546e-02
3.710183206850964366e-01,8.046463831803283284e+00,2.319857017957449585e-02
4.948604257148684904e-01,5.488777244009950707e+00,3.622450824892053944e-02
6.606425503410284783e-01,3.761101346666550160e+00,4.304272924137864109e-02
8.814623117673078267e-01,2.603900977911139503e+00,5.649069754733337945e-02
1.176273179654687029e+00,1.790617281076360534e+00,6.376477759643073284e-02
1.569179531836194741e+00,1.216709029624892136e+00,6.086799244799445674e-02
2.093445911794262759e+00,7.965204862105284001e-01,6.771500805666508249e-02
2.793230873949171134e+00,4.918106742914768459e-01,5.310905513360253405e-02
3.728127052727943536e+00,2.892427382297848570e-01,3.676771890972019285e-02
4.974834320482241168e+00,1.524831525633036922e-01,2.827380843548632505e-02
6.639343941533566884e+00,6.747318863422946400e-02,1.638189445803961419e-02
8.857800328199198603e+00,1.764780094932616450e-02,2.572594640596781446e-03
1.182309962741602050e+01,-4.601651658453997928e-03,3.379214116113915534e-03
1.576800441778212303e+01,-7.256608552419718805e-03,1.644436914185920529e-03
2.103249839708756852e+01,-4.543516646579981444e-03,2.278796173903863131e-03
