r,xi,xi_std
1.171975819729252494e-01,5.452427630173918942e+02,0.000000000000000000e+00
1.561537977626475115e-01,3.654584455312228783e+02,0.000000000000000000e+00
2.081280313425519224e-01,2.350968105900247735e+02,0.000000000000000000e+00
2.775197792872898805e-01,1.503501099579582672e+02,0.000000000000000000e+00
3.694759045966194977e-01,9.078761438831631381e+01,0.000000000000000000e+00
4.922217701686175118e-01,5.311369188034768030e+01,0.000000000000000000e+00
6.548259770670322721e-01,2.827896110578517863e+01,0.000000000000000000e+00
8.705198737882795523e-01,1.335085532727154778e+01,0.000000000000000000e+00
1.162509068697896497e+00,5.833475067778446821e+00,0.000000000000000000e+00
1.548729110768432893e+00,2.179816517089696148e+00,0.000000000000000000e+00
2.074605211699005913e+00,5.852338681577653468e-01,0.000000000000000000e+00
2.792628911707426109e+00,1.115240826958698861e-01,0.000000000000000000e+00
3.735621680186890892e+00,-1.151784330619809449e-02,0.000000000000000000e+00
4.986729903444659939e+00,-3.168349089713107247e-02,0.000000000000000000e+00
6.652854453245956812e+00,-2.092487434221190767e-02,0.000000000000000000e+00
8.870573860155653634e+00,-1.789000259393436210e-02,0.000000000000000000e+00
1.182530881953880986e+01,-1.251888637542764027e-02,0.000000000000000000e+00
1.577126723545317510e+01,5.349613385299267776e-03,0.000000000000000000e+00
2.102708396473781249e+01,-5.454563223397879135e-03,0.000000000000000000e+00
