r,xi,xi_std
1.170452618077583717e-01,4.502045348642047884e+01,1.093521900993916551e+00
1.559976554612651223e-01,2.819384879550050371e+01,7.465027244207912416e-01
2.082176796307332600e-01,1.797444871979493186e+01,3.576601536403260506e-01
2.779350958316009756e-01,1.167489708341554433e+01,2.257501126555075399e-01
3.711262418687278353e-01,7.793940669796191045e+00,1.371419540137665816e-01
4.952243152102958068e-01,5.348918914454890761e+00,8.197359171471824135e-02
6.608795448533114625e-01,3.766038651681887561e+00,4.057920675406654493e-02
8.820017959025298060e-01,2.673933453213965805e+00,3.176328325402605346e-02
1.176653450935112311e+00,1.913366060399459112e+00,9.924416855463018272e-03
1.570112310085417739e+00,1.362124337776591254e+00,2.177934042896959715e-02
2.094358490701078601e+00,9.530891704041819512e-01,2.580490428941210890e-02
2.794284927176466926e+00,6.390241308242966545e-01,3.136853896156654303e-02
3.727561005237033154e+00,4.047354698676855489e-01,3.189481690888288506e-02
4.973339806906625249e+00,2.335044254101503181e-01,3.430360001491092325e-02
6.634241123877874458e+00,1.154817057418084519e-01,3.313315577525459410e-02
8.851805154761656524e+00,3.999805325186143318e-02,2.898495321710694780e-02
1.181692315112844582e+01,1.764336721980264231e-03,1.702818709600282393e-02
1.577003460990454009e+01,-8.013581896850530129e-03,8.100880766750894954e-03
2.103481905738032154e+01,-7.358182598819618461e-03,4.178393718075805278e-03
