iz,z,r,xi
176,1.00678,0.23357214690901218,805.5471518610184
176,1.00678,0.29763514416313175,433.18443924745935
176,1.00678,0.3792690190732249,297.6689452993728
176,1.00678,0.4832930238571753,168.5982801038803
176,1.00678,0.6158482110660263,107.10988656684687
176,1.00678,0.7847599703514611,60.31389728211616
176,1.00678,0.9999999999999999,31.693361647094676
176,1.00678,1.2742749857031337,18.469606078081824
176,1.00678,1.6237767391887217,13.066976732314304
176,1.00678,2.069138081114789,8.200124163210445
176,1.00678,2.636650898730357,5.473900632062909
176,1.00678,3.3598182862837818,3.737295786588854
176,1.00678,4.281332398719393,2.4045229406123565
176,1.00678,5.455594781168517,1.5525738703451366
176,1.00678,6.951927961775603,1.192643626820614
176,1.00678,8.858667904100825,1.069286292801105
207,0.495942,0.11288378916846889,3777.934986584849
