r,xi,xi_std
1.171252963014685206e-01,1.300516816920933536e+02,1.072472816001737961e+01
1.562234128692225332e-01,8.564462043765340127e+01,7.758375039837660303e+00
2.083008297111010598e-01,5.553237695356121151e+01,5.364089347009745268e+00
2.775847263218046979e-01,3.541985989612496155e+01,3.864952643683531974e+00
3.700486429806275068e-01,2.226898169879894951e+01,2.730930615888995217e+00
4.927307050852641757e-01,1.343451323268496367e+01,1.983368650484270246e+00
6.566842909288544972e-01,7.748965298954646919e+00,1.385853322274899879e+00
8.766072733728823563e-01,4.278016820960246491e+00,8.596110679839578106e-01
1.172138443990637491e+00,2.341329584087440630e+00,4.739478869190530963e-01
1.566056963049615947e+00,1.309817543080773472e+00,2.436738437135951840e-01
2.092342952326219141e+00,7.510544638419343055e-01,1.369381623567453576e-01
2.790974413245508767e+00,4.414058684350498085e-01,8.993475498915771971e-02
3.727397196885038788e+00,2.308978321922104671e-01,7.192630363936453053e-02
4.974742080589522608e+00,9.751708050323645849e-02,4.626376746100496762e-02
6.644875903744894785e+00,3.064174274200284070e-02,2.910094192302388472e-02
8.866633086401144226e+00,3.492083482486996095e-03,1.340018139371055954e-02
1.182768619607172766e+01,-1.056932699698598334e-03,4.088858320243695180e-03
1.575998359312615271e+01,8.990768990579489205e-04,3.484089125147359599e-03
2.103268258363575072e+01,-3.578483526531872714e-03,1.839227359325058559e-03
