r,xi,xi_std
1.170761270443820834e-01,4.727631306631688801e+01,0.000000000000000000e+00
1.559969451953180652e-01,3.013719581353384314e+01,0.000000000000000000e+00
2.081444978776016697e-01,1.885469070556662885e+01,0.000000000000000000e+00
2.778858886833541764e-01,1.224633026962812998e+01,0.000000000000000000e+00
3.710686545086550603e-01,8.124877804608868104e+00,0.000000000000000000e+00
4.952124871235235593e-01,5.568923471951092274e+00,0.000000000000000000e+00
6.607378614021747198e-01,3.919468940529378997e+00,0.000000000000000000e+00
8.817538094613158739e-01,2.789625955951102299e+00,0.000000000000000000e+00
1.176649525290839993e+00,2.008144027376736585e+00,0.000000000000000000e+00
1.570077442675554824e+00,1.450480266558880516e+00,0.000000000000000000e+00
2.094718483952789256e+00,1.040148868096073098e+00,0.000000000000000000e+00
2.794290096269346435e+00,7.291720549105917826e-01,0.000000000000000000e+00
3.727948087906232111e+00,4.930224932780482572e-01,0.000000000000000000e+00
4.973928627648433576e+00,3.251193246131633963e-01,0.000000000000000000e+00
6.635333166147004746e+00,1.979911043476152432e-01,0.000000000000000000e+00
8.854129935645497440e+00,1.016543602975827909e-01,0.000000000000000000e+00
1.180943649984555499e+01,3.412091280849316455e-02,0.000000000000000000e+00
1.576059609559490937e+01,-9.601485968797840442e-03,0.000000000000000000e+00
2.103238638206028455e+01,-1.766088691218881124e-02,0.000000000000000000e+00
