r,xi,xi_std
1.171931894056531948e-01,1.441223800148086411e+02,0.000000000000000000e+00
1.562396898988586136e-01,9.752265720886119027e+01,0.000000000000000000e+00
2.084381948156775188e-01,6.554405939869678832e+01,0.000000000000000000e+00
2.777880713579393146e-01,4.433182537681489066e+01,0.000000000000000000e+00
3.704967770166096019e-01,2.928455960635282551e+01,0.000000000000000000e+00
4.937417714476738384e-01,1.889543267292110684e+01,0.000000000000000000e+00
6.572861742133603302e-01,1.145325646870800007e+01,0.000000000000000000e+00
8.762794123803601121e-01,6.469256951784690735e+00,0.000000000000000000e+00
1.168970946463604887e+00,3.496499148762003628e+00,0.000000000000000000e+00
1.563478324598404967e+00,1.901421680621531163e+00,0.000000000000000000e+00
2.088638076487832063e+00,1.087942002421169896e+00,0.000000000000000000e+00
2.793292845200638030e+00,6.733545418418001027e-01,0.000000000000000000e+00
3.725219923794206522e+00,3.886727246350367704e-01,0.000000000000000000e+00
4.973590309653758368e+00,2.375905132381581630e-01,0.000000000000000000e+00
6.628816338618559456e+00,7.836824851104573497e-02,0.000000000000000000e+00
8.860289805525267681e+00,-3.614088271154725085e-03,0.000000000000000000e+00
1.182235365787974146e+01,-1.823360924965744534e-02,0.000000000000000000e+00
1.577871052374345595e+01,-3.487857809915007046e-03,0.000000000000000000e+00
2.102747031792039323e+01,8.262644058645296496e-03,0.000000000000000000e+00
