r,xi,xi_std
1.171723627752141172e-01,1.303516637428810441e+02,1.153742249783547891e+00
1.561543090419092450e-01,8.544682516210514223e+01,2.525042543363298017e-02
2.082704485644125691e-01,5.547660191754706460e+01,5.551434532141215072e-01
2.774887656562580185e-01,3.515632365067816778e+01,7.136116001427907918e-01
3.698934014260922276e-01,2.161542596956235229e+01,6.097827820489811756e-01
4.927775735186737394e-01,1.296259520026641709e+01,2.489106506653468998e-01
6.573428922726793910e-01,7.554073056686406495e+00,1.779023625990028279e-03
8.766996377628696324e-01,4.246871286585108152e+00,3.244473739033093551e-02
1.172136992023462110e+00,2.410289728427691180e+00,3.876899798889676951e-02
1.567240483778797433e+00,1.441510126718521301e+00,1.660057988301733012e-02
2.092087904265159448e+00,8.581602481877689259e-01,5.617780797389448910e-02
2.790173613758408333e+00,4.788377703840821509e-01,3.373210855160968524e-02
3.726424173181893451e+00,2.423103839621510991e-01,1.004061320773763644e-02
4.976128674206680813e+00,1.055838555621211317e-01,4.006716314282288138e-03
6.641532565327649351e+00,4.508126087548824934e-02,1.123471277806831203e-02
8.865358587163958859e+00,1.045658237135504987e-02,9.782379836161037012e-03
1.182736011461953041e+01,1.735713663040650001e-03,1.953209728927929323e-03
1.576529419164749868e+01,-2.188059146452425718e-03,6.340047579670382571e-03
2.102862397907403391e+01,-2.038330214605976742e-03,2.038654238658232920e-03
