r,xi,xi_std
1.171648687648577936e-01,4.568068888118887116e+01,2.033004788372895000e+00
1.560791600607879526e-01,2.889274650816792089e+01,1.277713932639442440e+00
2.082525399685194178e-01,1.824018504286169318e+01,7.586671891219282093e-01
2.778987439858965902e-01,1.188438338089515156e+01,4.780601934483518223e-01
3.711235572203880895e-01,7.953868540089082728e+00,2.756508631517143315e-01
4.953231143585447582e-01,5.453868438631957360e+00,1.631460834780720237e-01
6.610477069069232714e-01,3.814568866530664959e+00,9.940267531789644118e-02
8.822648454746599977e-01,2.720185829408021227e+00,6.466474938772050207e-02
1.176475620282021461e+00,1.949587885029020473e+00,6.453834546071915423e-02
1.569735850593040549e+00,1.396086819318349326e+00,6.730741415011551321e-02
2.094267715598385760e+00,9.836107770237989545e-01,7.452020435023846978e-02
2.794279886295772286e+00,6.730160585528216499e-01,7.871257048905583309e-02
3.727058772944797926e+00,4.392462868389558350e-01,7.858315995111028740e-02
4.972562484022585494e+00,2.663709938836554825e-01,7.476920037526821328e-02
6.636133263525842096e+00,1.440302850318972983e-01,6.534158785615337695e-02
8.856235430731295821e+00,6.494872808189652846e-02,5.061913648161256440e-02
1.181362772830857111e+01,2.162092695391823471e-02,3.056088538194518325e-02
1.575989769818899511e+01,2.155002026877334172e-03,1.301681753233708064e-02
2.102336800873776923e+01,-4.851345729382311456e-03,6.363086145772243671e-03
