iz,z,logM_center,median_logSFR,p16,p84
iz207,,8.1,-1.6887280941009521,-5.217502117156982,-1.3779865980148316
iz207,,8.299999999999999,-1.456561803817749,-5.029666500091553,-1.165800895690918
iz207,,8.499999999999998,-1.2473691701889038,-4.808064422607422,-0.958783540725708
iz207,,8.699999999999998,-1.0439130067825317,-4.727613296508789,-0.7592567443847656
iz207,,8.899999999999997,-0.8606184720993042,-4.5421952056884765,-0.5517507386207582
iz207,,9.099999999999996,-0.7850556373596191,-4.551471576690674,-0.36478318691253664
iz207,,9.299999999999995,-1.6400179862976074,-4.440712051391602,-0.1753988093137741
iz207,,9.499999999999995,-2.153078556060791,-4.297545986175537,0.0031834553834050473
iz207,,9.699999999999994,-2.3483076095581055,-4.018645648956299,0.19700826406478886
iz207,,9.899999999999993,-2.344287395477295,-3.737057867050171,0.37308616638183606
iz207,,10.099999999999993,-2.141218662261963,-3.2778142261505128,0.45144549489021285
iz207,,10.299999999999992,-1.4914729595184326,-2.5949297332763672,0.6145913004875181
iz207,,10.499999999999991,-0.45894908905029297,-1.979411277770996,0.6982297396659851
iz207,,10.69999999999999,0.11241231858730316,-1.3925199031829834,0.6679492473602295
iz207,,10.89999999999999,0.16181907057762146,-2.5087458515167236,0.6976257491111755
iz207,,11.099999999999989,-1.8784931898117065,-3.366949977874756,-0.6987426710128778
iz207,,11.299999999999988,-1.0928493738174438,-2.172156963348389,-0.765078456401825
iz207,,11.499999999999988,nan,nan,nan
iz207,,11.699999999999987,nan,nan,nan
iz207,,11.899999999999986,nan,nan,nan
iz207,,12.099999999999985,nan,nan,nan
iz207,,12.299999999999985,nan,nan,nan
