logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.245926986456926677e+00,3.974239631868627803e-02
9.499999999999998224e+00,6.287506011503957160e-01,2.058985915080043666e-02
9.699999999999997513e+00,1.783312767882159644e+00,6.677482710899453056e-02
9.899999999999996803e+00,7.289105397853655743e-01,3.124069653728291790e-02
1.009999999999999609e+01,7.390148864415637675e-01,4.008734345025919549e-02
1.029999999999999538e+01,4.331214539656865203e-01,2.086552381150071425e-02
1.049999999999999467e+01,2.595082163077175874e-01,1.327937156982716450e-02
1.069999999999999396e+01,1.885528916965449331e-01,9.605777255769158696e-03
1.089999999999999325e+01,9.620815917960451324e-02,5.632195230196820369e-03
1.109999999999999254e+01,6.844931812728247134e-02,4.460078784734602085e-03
1.129999999999999183e+01,3.796760464534901236e-02,2.487751988974413065e-03
1.149999999999999112e+01,2.307614303915542925e-02,1.896300601244562452e-03
1.169999999999999041e+01,1.423283169696603657e-02,1.102941253627137165e-03
1.189999999999998970e+01,8.522028459639369169e-03,3.969989241041865335e-04
1.209999999999998899e+01,5.236910985565381045e-03,6.200842866564221451e-04
1.229999999999998828e+01,2.859417654695207717e-03,3.835261844164022612e-04
1.249999999999998757e+01,1.702799277515123794e-03,1.887109648742753406e-04
1.269999999999998685e+01,8.674637828850631591e-04,2.069720188990667020e-04
1.289999999999998614e+01,4.658601796975338867e-04,8.650806361215572352e-05
1.309999999999998543e+01,2.008018015937645820e-04,9.469673303542355597e-05
1.329999999999998472e+01,1.365452250837599136e-04,4.751837915275404180e-05
1.349999999999998401e+01,2.409621619125175066e-05,2.663936932455624522e-05
1.369999999999998330e+01,2.409621619125175066e-05,1.391195690447061691e-05
1.389999999999998259e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.409999999999998188e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.429999999999998117e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.449999999999998046e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.469999999999997975e+01,0.000000000000000000e+00,0.000000000000000000e+00
