logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.783650114908837125e-01,2.970525221885999059e-03
9.499999999999998224e+00,1.590350268622615915e-01,5.220278386929307242e-03
9.699999999999997513e+00,9.902677390821583714e-01,3.487965572747651205e-02
9.899999999999996803e+00,6.792546638728468311e-01,2.952301513968697000e-02
1.009999999999999609e+01,6.895710572315277842e-01,3.749545432165726083e-02
1.029999999999999538e+01,4.708513092779485487e-01,2.372022682545800107e-02
1.049999999999999467e+01,2.656977310400439052e-01,1.622239294824141462e-02
1.069999999999999396e+01,2.113687956008348523e-01,1.198728737525973052e-02
1.089999999999999325e+01,1.114642768574923559e-01,6.332275131338556406e-03
1.109999999999999254e+01,7.998176719641555965e-02,4.641703520879610773e-03
1.129999999999999183e+01,4.962053479543836187e-02,2.765207598195730358e-03
1.149999999999999112e+01,3.064878058085947904e-02,1.843152462972451637e-03
1.169999999999999041e+01,2.093639904137227156e-02,1.490429699239394831e-03
1.189999999999998970e+01,1.277260099577617880e-02,9.114742151509301745e-04
1.209999999999998899e+01,8.371025504840859041e-03,7.179414495917946096e-04
1.229999999999998828e+01,5.358998480934389769e-03,4.275115156474220530e-04
1.249999999999998757e+01,3.408811383855747841e-03,3.066358571423784306e-04
1.269999999999998685e+01,2.139743997783155518e-03,2.468657054794015432e-04
1.289999999999998614e+01,1.387942052616101011e-03,2.414115389202752915e-04
1.309999999999998543e+01,8.160585216770594461e-04,1.772596598908564541e-04
1.329999999999998472e+01,5.140526120800374557e-04,1.219182818498928110e-04
1.349999999999998401e+01,3.132508104862727653e-04,9.631790757403958228e-05
1.369999999999998330e+01,1.702799277515124282e-04,7.941603362584122002e-05
1.389999999999998259e+01,1.124490088925081562e-04,4.710931806259267428e-05
1.409999999999998188e+01,6.586299092275476751e-05,4.816565136771930100e-05
1.429999999999998117e+01,3.373470266775244685e-05,3.588457977293533292e-05
1.449999999999998046e+01,9.638486476500699585e-06,2.057214212328346419e-05
1.469999999999997975e+01,4.819243238250349792e-06,1.147209355523465126e-05
