logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.592010793836637461e+00,1.061242608845901769e-01
9.499999999999998224e+00,6.015125765603126506e-01,4.243016058751500341e-02
9.699999999999997513e+00,1.193674130275879985e+00,9.092221816999342121e-02
9.899999999999996803e+00,4.128654137021774972e-01,3.316592567778639533e-02
1.009999999999999609e+01,3.938217935796597402e-01,3.536347311047985387e-02
1.029999999999999538e+01,1.818951494369656086e-01,1.727020382400372422e-02
1.049999999999999467e+01,1.085733227514310562e-01,1.140013335225051327e-02
1.069999999999999396e+01,6.134981190419683955e-02,6.004868212625492745e-03
1.089999999999999325e+01,2.863475964790577338e-02,3.610032753894673683e-03
1.109999999999999254e+01,1.642093722338567111e-02,2.299312389649070358e-03
1.129999999999999183e+01,7.470672500557912210e-03,1.370297449849384877e-03
1.149999999999999112e+01,3.672770636308688580e-03,7.294460398048479167e-04
1.169999999999999041e+01,1.628396925766697296e-03,4.354417332518220607e-04
1.189999999999998970e+01,6.239651771629401138e-04,1.074792603975599519e-04
1.209999999999998899e+01,2.198251301658054246e-04,6.363054065528487733e-05
1.229999999999998828e+01,7.440235174842645745e-05,6.596921449455034065e-05
1.249999999999998757e+01,2.198251301658054178e-05,2.098429326573158195e-05
1.269999999999998685e+01,5.072887619210894518e-06,1.568134148369510904e-05
1.289999999999998614e+01,1.690962539736964981e-06,7.174146471482614140e-06
1.309999999999998543e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.329999999999998472e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.349999999999998401e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.369999999999998330e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.389999999999998259e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.409999999999998188e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.429999999999998117e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.449999999999998046e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.469999999999997975e+01,0.000000000000000000e+00,0.000000000000000000e+00
