logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.777915215455319609e-01,3.960384646796303101e-03
9.499999999999998224e+00,1.582960762323965265e-01,2.704354650518969814e-03
9.699999999999997513e+00,9.951416004104423063e-01,3.256975648637459864e-02
9.899999999999996803e+00,6.843132628585968380e-01,2.530228333868485280e-02
1.009999999999999609e+01,6.909445415544291924e-01,3.557908400562959095e-02
1.029999999999999538e+01,4.749653365890015300e-01,2.502979324113240728e-02
1.049999999999999467e+01,2.690487115050405609e-01,1.443109438954094832e-02
1.069999999999999396e+01,2.145462833092545707e-01,1.114006687912826379e-02
1.089999999999999325e+01,1.114080523530461136e-01,4.357742498401396929e-03
1.109999999999999254e+01,8.111107652857890704e-02,5.501751496729406776e-03
1.129999999999999183e+01,5.001089349773664428e-02,2.101062320854925423e-03
1.149999999999999112e+01,3.056685344580922087e-02,1.546248766922265778e-03
1.169999999999999041e+01,2.076129987038250954e-02,1.018299494691407483e-03
1.189999999999998970e+01,1.286416661730293599e-02,8.734168379161672381e-04
1.209999999999998899e+01,8.693914801803630937e-03,3.528850435532063907e-04
1.229999999999998828e+01,5.397552426840392797e-03,4.324806532121519640e-04
1.249999999999998757e+01,3.251382771406235907e-03,1.566068685953119930e-04
1.269999999999998685e+01,2.126892682481154942e-03,2.441749907380177725e-04
1.289999999999998614e+01,1.368665079663099497e-03,1.501460476713656973e-04
1.309999999999998543e+01,8.995920711400654662e-04,1.055843292677584148e-04
1.329999999999998472e+01,4.626473508720336343e-04,1.007825022361211523e-04
1.349999999999998401e+01,3.277085402010238469e-04,8.476024579440403074e-05
1.369999999999998330e+01,2.570263060400186195e-04,1.015985682082440182e-04
1.389999999999998259e+01,1.220874953690088863e-04,7.438236496114757328e-05
1.409999999999998188e+01,3.855394590600279834e-05,3.147916501352378835e-05
1.429999999999998117e+01,3.855394590600279834e-05,2.404260941474638982e-05
1.449999999999998046e+01,1.285131530200093334e-05,1.573958250676189418e-05
1.469999999999997975e+01,1.285131530200093334e-05,1.573958250676189418e-05
