logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.769144192761703538e-01,4.016036031875280798e-04
9.499999999999998224e+00,1.578944726292089706e-01,1.429708827347594968e-03
9.699999999999997513e+00,9.759449481780784197e-01,1.710831349578872951e-02
9.899999999999996803e+00,6.673848677770359838e-01,7.919623054858104805e-03
1.009999999999999609e+01,6.734571142572314262e-01,1.569466881256859070e-02
1.029999999999999538e+01,4.601734726763984651e-01,1.259428899596093387e-02
1.049999999999999467e+01,2.577813208140112833e-01,3.967843599492787421e-03
1.069999999999999396e+01,2.073399082536575844e-01,3.935715311237791836e-03
1.089999999999999325e+01,1.082402031311028717e-01,1.060233512415076351e-03
1.109999999999999254e+01,7.901952496317823926e-02,6.907581974825507953e-04
1.129999999999999183e+01,4.880286985934854938e-02,8.674637828850612076e-04
1.149999999999999112e+01,2.867449726758958262e-02,1.461837115602606166e-03
1.169999999999999041e+01,2.107615709528153428e-02,6.104374768450444855e-04
1.189999999999998970e+01,1.191959494260586699e-02,4.819243238250343897e-04
1.209999999999998899e+01,7.919623054858077049e-03,2.088338736575155383e-04
1.229999999999998828e+01,5.445744859222896583e-03,7.228864857375528856e-04
1.249999999999998757e+01,3.228892969627734574e-03,1.767055854025127975e-04
1.269999999999998685e+01,2.088338736575151913e-03,3.855394590600281189e-04
1.289999999999998614e+01,1.526093692112610997e-03,4.819243238250356907e-05
1.309999999999998543e+01,7.228864857375525603e-04,1.124490088925081833e-04
1.329999999999998472e+01,4.497960355700327331e-04,9.638486476500702973e-05
1.349999999999998401e+01,3.855394590600280105e-04,6.425657651000469552e-05
1.369999999999998330e+01,1.285131530200093368e-04,0.000000000000000000e+00
1.389999999999998259e+01,8.032072063750584907e-05,1.606414412750117388e-05
1.409999999999998188e+01,1.606414412750116710e-05,1.606414412750116710e-05
1.429999999999998117e+01,3.212828825500233421e-05,0.000000000000000000e+00
1.449999999999998046e+01,3.212828825500233421e-05,3.212828825500233421e-05
1.469999999999997975e+01,1.606414412750116710e-05,1.606414412750116710e-05
