logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,1.637800078570882167e+00,1.138630601702051159e-01
9.499999999999998224e+00,6.193416024471449788e-01,4.568634336224901282e-02
9.699999999999997513e+00,1.227386898743831445e+00,9.475682399775103848e-02
9.899999999999996803e+00,4.263754313832289200e-01,3.778535262222831870e-02
1.009999999999999609e+01,4.088242064850677870e-01,3.743763677701274217e-02
1.029999999999999538e+01,1.889574786407847429e-01,1.872440536671941824e-02
1.049999999999999467e+01,1.136157247317112345e-01,1.256289615382546326e-02
1.069999999999999396e+01,6.378015989273763675e-02,7.464740472930372905e-03
1.089999999999999325e+01,3.023180129686419901e-02,3.698949280997959263e-03
1.109999999999999254e+01,1.733183458693425896e-02,2.704140272084977654e-03
1.129999999999999183e+01,7.853071600615572564e-03,1.234717585743592277e-03
1.149999999999999112e+01,3.938010188970286936e-03,8.753086053847299649e-04
1.169999999999999041e+01,1.750532734351127389e-03,4.337996396845017239e-04
1.189999999999998970e+01,7.031505372380508550e-04,2.531848234514021655e-04
1.209999999999998899e+01,2.763032789930200254e-04,1.376436978517510867e-04
1.229999999999998828e+01,9.638486476500698907e-05,5.998373173642894131e-05
1.249999999999998757e+01,2.753853279000199688e-05,3.531428364737455085e-05
1.269999999999998685e+01,5.507706558000399884e-06,1.210860654205771577e-05
1.289999999999998614e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.309999999999998543e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.329999999999998472e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.349999999999998401e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.369999999999998330e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.389999999999998259e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.409999999999998188e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.429999999999998117e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.449999999999998046e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.469999999999997975e+01,0.000000000000000000e+00,0.000000000000000000e+00
