logM,phi,phi_std
9.099999999999999645e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.299999999999998934e+00,3.751298936654072769e-01,7.903558910730579257e-03
9.499999999999998224e+00,2.817329597081155157e-01,4.722858373485322447e-03
9.699999999999997513e+00,1.426544190954486258e+00,1.929303709712892889e-02
9.899999999999996803e+00,7.222760482607075705e-01,1.400793367918101717e-02
1.009999999999999609e+01,7.310952633867056072e-01,1.103606701559328718e-02
1.029999999999999538e+01,4.763179375245371050e-01,8.273034225663083996e-03
1.049999999999999467e+01,2.749860191745649995e-01,8.867407558380668853e-03
1.069999999999999396e+01,2.112434952766403529e-01,3.180700537245229054e-03
1.089999999999999325e+01,1.102642852911680238e-01,1.991953871810149546e-03
1.109999999999999254e+01,7.969421901653328533e-02,1.622478556877617051e-03
1.129999999999999183e+01,4.832094553552351845e-02,6.104374768450444855e-04
1.149999999999999112e+01,2.904397258252211511e-02,1.574286124495115000e-03
1.169999999999999041e+01,1.974283313269893647e-02,3.694753149325272906e-04
1.189999999999998970e+01,1.135734989814332629e-02,7.228864857375524519e-04
1.209999999999998899e+01,7.823238190093069477e-03,4.658601796975335614e-04
1.229999999999998828e+01,4.915628103015357540e-03,1.606414412750117524e-04
1.249999999999998757e+01,3.164636393117729960e-03,1.445772971475104904e-04
1.269999999999998685e+01,1.959825583555142685e-03,9.638486476500692131e-05
1.289999999999998614e+01,8.995920711400654662e-04,1.285131530200092826e-04
1.309999999999998543e+01,7.228864857375526688e-04,1.767055854025128517e-04
1.329999999999998472e+01,4.979884679525361938e-04,1.606414412750115355e-05
1.349999999999998401e+01,1.927697295300140052e-04,6.425657651000466842e-05
1.369999999999998330e+01,4.819243238250350131e-05,1.606414412750116710e-05
1.389999999999998259e+01,3.212828825500233421e-05,3.212828825500233421e-05
1.409999999999998188e+01,0.000000000000000000e+00,0.000000000000000000e+00
1.429999999999998117e+01,1.606414412750116710e-05,1.606414412750116710e-05
1.449999999999998046e+01,1.606414412750116710e-05,1.606414412750116710e-05
1.469999999999997975e+01,0.000000000000000000e+00,0.000000000000000000e+00
