r,xi,xi_jk_err,DD,RR
0.1166760716081662,249.7979344691025,4.47002156657902,418322,1667.9642951825663
0.15559004211011235,166.54957378844912,4.765972588723834,662720,3955.3666715784148
0.2074826557850289,109.94462163118293,4.3024533002671355,1040622,9379.652521231503
0.27668256829150173,70.97897653958411,3.6975847059185067,1601004,22242.661357091456
0.3689621347227101,44.943796986631696,3.6418786924957556,2423336,52745.66228614322
0.49201891430946565,27.37177146220533,3.0523952495947273,3548732,125079.67663306977
0.6561177672614025,15.760294664874362,2.3034482863973245,4971282,296610.65628032415
0.8749471046662279,8.619083389002414,1.5292853427445803,6765820,703374.7111222077
1.166760716081662,4.545798568180699,0.9597445025690484,9250194,1667964.2951825652
1.5559004211011234,2.2907639368882626,0.5984381385694305,13016178,3955366.6715784124
2.074826557850289,0.9921072723861113,0.37556318217790635,18685274,9379652.521231502
2.766825682915017,0.15442210748820662,0.2647133010297005,25677420,22242661.357091445
3.6896213472271007,-0.3589154342861791,0.19556981033532805,33814430,52745662.28614324
4.920189143094657,-0.6983380112926825,0.1317445241266441,37731784,125079676.63306968
6.561177672614024,-0.8781643098963832,0.07219781334054307,36137764,296610656.28032416
8.74947104666228,-0.9664674751209501,0.02201168169283744,23585930,703374711.1222078
11.667607160816619,-0.9942988180097949,0.003110626102276449,9509368,1667964295.1825652
15.559004211011235,-0.997491171660189,0.0005084962500328777,9923336,3955366671.5784135
20.748265578502888,-0.9979870554951517,0.0001456697743621304,18880720,9379652521.231506
27.668256829150174,-0.9981534104511777,6.217698639505809e-05,41073066,22242661357.09146
36.896213472271015,-0.9981933296148026,6.557913024858188e-05,95294026,52745662286.143234
49.20189143094657,-0.9982343477378194,6.628577592035567e-05,220847214,125079676633.06972
65.61177672614025,-0.9983860016359373,4.0125798827874853e-05,478729114,296610656280.3241
87.49471046662279,-0.9985069203322302,2.441160475123104e-05,1050194480,703374711122.2078
