r,xi,xi_jk_err,DD,RR
0.1166760716081662,163.13140426251272,3.2347120726123677,228084,1389.6426526345997
0.15559004211011235,104.89185499266874,2.431253205609025,348952,3295.3620467236046
0.2074826557850289,66.92291623658956,2.449793361530709,530786,7814.534908235722
0.27668256829150173,41.15165414527544,1.392124929867947,781120,18531.182603365323
0.3689621347227101,24.96456113592124,1.1571837169658128,1140996,43944.35916043519
0.49201891430946565,14.680256736267166,0.6682324728601454,1634016,104208.49782520799
0.6561177672614025,8.341345498707405,0.43269207400589416,2308408,247117.29164919793
0.8749471046662279,4.620426862002343,0.2712259444181786,3293612,586007.4476312306
1.166760716081662,2.532002987023023,0.14966954556836676,4908222,1389642.6526345988
1.5559004211011234,1.2674340160678295,0.12223010582697014,7472016,3295362.0467236023
2.074826557850289,0.4354568930491276,0.07516248439258,11217428,7814534.908235722
2.766825682915017,-0.10940157715553167,0.05538320764207483,16503842,18531182.603365317
3.6896213472271007,-0.5096747247733306,0.04703004620808915,21547030,43944359.16043521
4.920189143094657,-0.7747104843658832,0.03559339613158102,23477082,104208497.8252079
6.561177672614024,-0.9207624368601584,0.024785581159478653,19580972,247117291.64919794
8.74947104666228,-0.9771573005529041,0.014081824278396993,13385992,586007447.6312306
11.667607160816619,-0.9948106486323458,0.0031536019307102925,7211344,1389642652.634599
15.559004211011235,-0.9979813762780287,0.00011769817177914588,6652096,3295362046.7236032
20.748265578502888,-0.998062355830794,0.0002200160693197617,15141788,7814534908.235724
27.668256829150174,-0.9981833995854162,3.8195389346906694e-05,33663754,18531182603.36533
36.896213472271015,-0.9982763285334652,6.7025850032376155e-06,75745638,43944359160.4352
49.20189143094657,-0.9982952923254113,4.698940208414104e-05,177645026,104208497825.20796
65.61177672614025,-0.9983452942071716,1.3873850630563567e-06,408906414,247117291649.1979
87.49471046662279,-0.9984851007583804,8.797545281935548e-06,887742238,586007447631.2306
