r,xi,xi_jk_err,DD,RR
0.1166760716081662,140.09652908053826,1.3447652571796596,30488,216.0790219197906
0.15559004211011235,86.34121964624751,1.6720699489780841,44754,512.4041109256801
0.2074826557850289,54.03901735945919,0.4338897819278813,66878,1215.1016353220944
0.27668256829150173,34.969958827989785,0.574727178122636,103646,2881.460067709295
0.3689621347227101,22.86148913480391,0.16300435349708842,163046,6833.018638479869
0.49201891430946565,15.259926049762054,0.26513937348859695,263470,16203.64072958718
0.6561177672614025,10.308191840442156,0.10071469254036725,434516,38424.88756213126
0.8749471046662279,6.928268648991877,0.05309821749798127,722422,91119.76800784367
1.166760716081662,4.58732629050939,0.04124318833143947,1207304,216079.02191979045
1.5559004211011234,2.8904683969039047,0.026797068812188796,1993492,512404.1109256798
2.074826557850289,1.7092861241416681,0.027592785077654725,3292058,1215101.6353220944
2.766825682915017,0.8351168767727235,0.040750743545370005,5287816,2881460.067709294
3.6896213472271007,0.17121705989966385,0.052401754493477726,8002948,6833018.638479872
4.920189143094657,-0.32515499556632055,0.048326391173988625,10934946,16203640.729587166
6.561177672614024,-0.6758210943400067,0.04325136921714978,12456538,38424887.56213126
8.74947104666228,-0.8806453063064886,0.03361185531856614,10875572,91119768.00784367
11.667607160816619,-0.9647438889147328,0.021383317501069476,7618106,216079021.91979048
15.559004211011235,-0.9909457244759051,0.006961447668038967,4639448,512404110.9256799
20.748265578502888,-0.9976055863020638,0.0008201045399145457,2909456,1215101635.322095
27.668256829150174,-0.9980940391777263,0.00018400970288684482,5491950,2881460067.7092957
36.896213472271015,-0.9983409610598513,1.6560119982522714e-05,11336244,6833018638.479872
49.20189143094657,-0.9983200373018457,0.00012290970163247872,27221512,16203640729.587173
65.61177672614025,-0.9983036902868068,8.424218831770691e-05,65180510,38424887562.131256
87.49471046662279,-0.9985456248967997,2.38509812504617e-05,132522322,91119768007.84367
