iz,z,n_ivols,group_id,r,xi,bin_idx
iz207,0.495942,1,0,0.1220024605187298,19510.297049903536,0
iz207,0.495942,1,0,0.16930845013942672,27425.112305295526,1
iz207,0.495942,1,0,0.22934474551038903,22615.936166015803,2
iz207,0.495942,1,0,0.3180139471588363,16183.795759112763,3
iz207,0.495942,1,0,0.44216878080831107,9099.082377760567,4
iz207,0.495942,1,0,0.6156567764085236,4709.541869287597,5
iz207,0.495942,1,0,0.8507258378710872,2305.9149389274107,6
iz207,0.495942,1,0,1.1767532699283227,1190.850825949104,7
iz207,0.495942,1,0,1.6440163142922197,580.7311336453616,8
iz207,0.495942,1,0,2.2550272012184425,280.83453581069784,9
iz207,0.495942,1,0,3.1393594600970003,119.33427869808641,10
iz207,0.495942,1,0,4.294305180184864,49.06237044436148,11
iz207,0.495942,1,0,5.858755800568445,12.060731173780843,12
iz207,0.495942,1,0,8.213197007535532,0.695204649820458,13
iz207,0.495942,1,0,11.736380002479063,0.13639471147882753,14
iz207,0.495942,1,0,16.46331421509027,0.23243842041755536,15
iz207,0.495942,1,0,22.956915163641227,0.025813883042552055,16
iz207,0.495942,1,0,31.47202706970119,0.05273473976079113,17
iz207,0.495942,1,0,43.64902249103546,0.06098050480992767,18
iz207,0.495942,2,0,0.11973278929278199,8011.028175947013,0
iz207,0.495942,2,0,0.16857453699226885,11780.921725385939,1
iz207,0.495942,2,0,0.23379269909792325,12035.704498080322,2
iz207,0.495942,2,0,0.3217963647539968,7951.5374732715045,3
iz207,0.495942,2,0,0.4407077094880919,4878.000402118742,4
iz207,0.495942,2,0,0.6111947377416013,2366.013203878258,5
iz207,0.495942,2,0,0.8490022023796844,1123.8796438809516,6
iz207,0.495942,2,0,1.1717530685656048,478.9641759183068,7
iz207,0.495942,2,0,1.6256834068506312,221.66583267381387,8
iz207,0.495942,2,0,2.257750349703583,96.96018209541877,9
iz207,0.495942,2,0,3.0953598990300644,33.12075916689252,10
iz207,0.495942,2,0,4.252066514311017,7.286204956473501,11
iz207,0.495942,2,0,5.96096408736527,0.9679284729832489,12
iz207,0.495942,2,0,8.558218985063188,0.1287084577714197,13
iz207,0.495942,2,0,11.873131855934185,0.12600832157079123,14
iz207,0.495942,2,0,16.426986520226947,0.10413519070291977,15
iz207,0.495942,2,0,22.650312999561955,0.0712441820454115,16
iz207,0.495942,2,0,31.52234671507479,0.016269690780883916,17
